,K-coefficient,start_time
0,0.29703504937108416,3813
1,0.22475300370048518,4063
2,0.5957224540166779,4362
3,1.0187648322221015,13417
4,0.3813067195376192,13607
5,0.6815633853243004,37643
6,-0.9059051736117095,40981
7,-1.842385623111227,53864
8,-0.6102797804271833,63848
9,-0.355331044153728,65897
10,-4.516840835282861,68935
11,0.035962290175493405,69824
