,K-coefficient,start_time
0,-0.6527314426224008,914
8,0.5346272358829993,17115
10,1.6173561881038234,22472
12,0.5830614277632841,22802
14,-5.967707411123932,32027
17,0.5456336515606075,34875
21,0.6623106020914677,42461
25,1.4367074533976443,45279
27,0.7427740530831068,45599
29,2.0533716552269397,45988
31,-1.2578688244897496,47058
33,1.1833206968236485,48237
40,0.3025235248849184,58331
43,-1.0368582632166667,64078
46,0.6481966679548528,68875
48,-0.5535720602295156,69065
