,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],0.0,0.0,0.0,669.6666666666691,0.0,0.0,200.0
Average Fixation Time [ms],0.0,0.0,0.0,97.33333333333431,0.0,0.0,100.0
Hits,0.0,0.0,0.0,15.0,0.0,0.0,6.0
Relative Dwelltime [%],0.0,0.0,0.0,77.00268302031435,0.0,0.0,22.99731697968564
Revisits,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Total Dwelltime [ms],0.0,0.0,0.0,2009.0000000000073,0.0,0.0,600.0
Total Fixation Time [ms],0.0,0.0,0.0,1460.0000000000146,0.0,0.0,600.0
