,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant12_trial01,150.10373443983403,482.0,72350.0,134226.0,29.203883495145632,515.0,15040.0,83/17
participant12_trial02,146.10655737704917,366.0,53475.0,93680.0,30.251572327044027,318.0,9620.0,85/15
participant12_trial03,139.86186186186185,333.0,46574.0,82187.0,31.028938906752412,311.0,9650.0,83/17
Mean participant12,145.35738455958167,393.6666666666667,57466.333333333336,103364.33333333333,30.16146490964736,381.3333333333333,11436.666666666666,84/16
Standard Deviation participant12,5.1618730523598435,78.25811991949035,13343.485314314747,27337.77815282971,0.9158582444140694,115.81162866194973,3120.6142557729454,1
