,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant06_trial01,153.44964871194378,427.0,65523.0,109022.0,32.02127659574468,376.0,12040.0,84/16
participant06_trial02,179.38650306748465,326.0,58480.0,88864.0,36.86666666666667,300.0,11060.0,84/16
participant06_trial03,151.10432569974554,393.0,59384.0,97289.0,36.139240506329116,316.0,11420.0,84/16
Mean participant06,161.313492493058,382.0,61129.0,98391.66666666667,35.00906125624682,330.6666666666667,11506.666666666666,84/16
Standard Deviation participant06,15.695554097431224,51.39066063011839,3832.0661528736687,10124.136819172949,2.6129351480346346,40.06661120351125,495.71497186723474,0
