,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant26_trial01,331.22644376899694,658.0,217947.0,282890.0,34.51910408432148,759.0,26200.0,89/11
participant26_trial02,306.73509933774835,302.0,92634.0,120344.0,34.578947368421055,380.0,13140.0,88/12
participant26_trial03,396.0865800865801,231.0,91496.0,110180.0,34.82093663911846,363.0,12640.0,88/12
Mean participant26,344.68270773110845,397.0,134025.66666666666,171138.0,34.639662697287,500.6666666666667,17326.666666666668,88/12
Standard Deviation participant26,46.170608160015924,228.80340906551197,72680.233917712,96913.40904126735,0.15981391101306758,223.884642915349,7688.5976181182305,1
