,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],3783.0,0.0,0.0,0.0,100.0,0.0,756.6666666666661
Average Fixation Time [ms],98.00000000000006,0.0,0.0,0.0,100.0,0.0,99.99999999999991
Hits,71.0,0.0,0.0,0.0,1.0,0.0,22.0
Relative Dwelltime [%],100.0,0.0,0.0,0.0,4.2194092827004255,0.0,95.78059071729957
Revisits,2.0,0.0,0.0,0.0,1.0,0.0,3.0
Total Dwelltime [ms],7566.0,0.0,0.0,0.0,100.0,0.0,2269.999999999998
Total Fixation Time [ms],6958.000000000004,0.0,0.0,0.0,100.0,0.0,2199.999999999998
