,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],0.0,0.0,0.0,0.0,4407.0,0.0,0.0
Average Fixation Time [ms],0.0,0.0,0.0,0.0,93.99999999999993,0.0,0.0
Hits,0.0,0.0,0.0,0.0,35.0,0.0,0.0
Relative Dwelltime [%],0.0,0.0,0.0,0.0,100.0,0.0,0.0
Revisits,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Total Dwelltime [ms],0.0,0.0,0.0,0.0,4407.0,0.0,0.0
Total Fixation Time [ms],0.0,0.0,0.0,0.0,3289.9999999999973,0.0,0.0
