,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant07_trial01,191.0,442.0,84422.0,119746.0,33.72727272727273,330.0,11130.0,88/12
participant07_trial02,192.68835616438355,292.0,56265.0,81638.0,33.84615384615385,221.0,7480.0,88/12
participant07_trial03,417.7191780821918,146.0,60987.0,75021.0,38.24074074074074,216.0,8260.0,88/12
Mean participant07,267.13584474885846,293.3333333333333,67224.66666666667,92135.0,35.27138910472244,255.66666666666666,8956.666666666666,88/12
Standard Deviation participant07,130.41172433860305,148.00450443595741,15079.307886416183,24139.628476842805,2.5722208369131208,64.42308075009556,1922.1429013820314,0
