,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant28_trial01,191.54004106776182,974.0,186560.0,269529.0,31.98931909212283,749.0,23960.0,89/11
participant28_trial02,182.64673913043478,552.0,100821.0,143581.0,30.649350649350648,308.0,9440.0,91/9
participant28_trial03,180.60238095238094,420.0,75853.0,111260.0,32.32974910394265,279.0,9020.0,89/11
Mean participant28,184.92972038352585,648.6666666666666,121078.0,174790.0,31.65613961513871,445.3333333333333,14140.0,90/10
Standard Deviation participant28,5.815247608775774,289.3740370754317,58066.939810876895,83622.78607532757,0.8883643196692214,263.3824848643761,8506.961854857467,1
