,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],0.0,0.0,0.0,0.0,210.0,605.8749999999998,182.49999999999932
Average Fixation Time [ms],0.0,0.0,0.0,0.0,95.0,94.83720930232553,89.99999999999955
Hits,0.0,0.0,0.0,0.0,2.0,43.0,6.0
Relative Dwelltime [%],0.0,0.0,0.0,0.0,3.6288232244686394,83.7566960428547,12.614480732676652
Revisits,0.0,0.0,0.0,0.0,1.0,8.0,4.0
Total Dwelltime [ms],0.0,0.0,0.0,0.0,210.0,4846.999999999998,729.9999999999973
Total Fixation Time [ms],0.0,0.0,0.0,0.0,190.0,4077.999999999998,539.9999999999973
