,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant08_trial01,178.0210280373832,428.0,76193.0,117917.0,30.296495956873315,371.0,11240.0,87/13
participant08_trial02,169.31333333333333,300.0,50794.0,80508.0,30.572519083969464,262.0,8010.0,86/14
participant08_trial03,171.08802816901408,284.0,48589.0,78319.0,29.246031746031747,252.0,7370.0,87/13
Mean participant08,172.8074631799102,337.3333333333333,58525.333333333336,92248.0,30.038348928958175,295.0,8873.333333333334,87/13
Standard Deviation participant08,4.601448612367195,78.92612579705995,15340.31747824449,22256.933773545716,0.6999086229239769,66.007575322837,2074.4236147261086,1
