Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
165	175	10
655	705	50
1204	1264	60
1324	1364	40
1434	1454	20
1524	1544	20
1554	1574	20
1634	1684	50
1704	1714	10
1754	1774	20
1974	1994	20
2014	2034	20
2074	2094	20
2104	2134	30
2154	2174	20
2244	2264	20
2573	2603	30
2723	2753	30
2773	2813	40
2893	2923	30
3303	3313	10
3713	3733	20
4103	4212	110
4252	4282	30
4312	4342	30
4822	4832	10
5312	5332	20
5352	5452	100
5722	5752	30
5772	5842	70
5852	5881	30
7021	7051	30
7071	7121	50
7161	7221	60
7241	7271	30
7471	7481	10
7610	7650	40
7860	7880	20
7960	7980	20
8020	8040	20
9180	9210	30
9609	9679	70
10359	10389	30
10409	10439	30
10479	10499	20
10569	10589	20
10629	10639	10
10749	10769	20
11228	11268	40
11708	11738	30
12378	12518	140
12538	12578	40
12588	12608	20
12628	12667	40
12687	12727	40
12827	12867	40
12997	13017	20
13057	13077	20
13277	13287	10
13597	13627	30
13777	13787	10
13927	13957	30
14177	14187	10
14576	14626	50
14656	14676	20
15026	15066	40
15306	15376	70
15486	15546	60
16075	16095	20
16335	16365	30
16755	16785	30
17315	17395	80
17415	17465	50
17535	17545	10
17565	17585	20
17684	17714	30
17994	18014	20
18224	18234	10
18344	18394	50
19284	19314	30
19423	19513	90
19603	19633	30
20013	20143	130
20163	20183	20
21252	21392	140
21402	21422	20
21462	21472	10
21482	21502	20
21702	21722	20
22152	22172	20
22342	22392	50
22662	22692	30
23321	23341	20
23791	23811	20
24071	24081	10
24400	24490	90
24510	24520	10
24800	24820	20
25440	25510	70
25540	25550	10
25650	25660	10
25680	25700	20
26090	26179	90
26229	26239	10
26829	26929	100
26979	26999	20
27119	27129	10
27579	27699	120
27709	27729	20
27848	27868	20
28258	28338	80
28658	28678	20
28968	28988	20
29288	29368	80
29777	29817	40
30287	30327	40
30697	30717	20
31176	31186	10
31696	31776	80
31826	31846	20
31866	31876	10
31976	31996	20
32286	32306	20
32566	32596	30
33115	33125	10
33905	33925	20
34195	34265	70
34854	34914	60
35054	35094	40
35214	35264	50
35404	35444	40
35534	35554	20
35684	35734	50
36054	36094	40
36343	36373	30
36523	36583	60
36693	36733	40
36963	36973	10
37872	38032	160
38052	38072	20
38132	38162	30
38252	38272	20
38452	38472	20
38622	38642	20
38932	38962	30
39152	39172	20
39492	39512	20
39791	39811	20
40041	40081	40
40451	40471	20
40651	40681	30
41430	41470	40
41860	41900	40
42110	42170	60
43409	43489	80
43529	43599	70
44029	44069	40
44299	44339	40
44539	44569	30
44848	44948	100
44958	44988	30
45008	45038	30
45048	45078	30
45088	45108	20
45648	45768	120
45788	45818	30
45888	45898	10
45968	45988	20
46018	46038	20
46228	46257	30
46707	46737	30
46997	47047	50
47087	47137	50
47157	47177	20
47187	47217	30
47307	47327	20
47457	47477	20
47797	47817	20
47946	48016	70
48036	48056	20
48086	48096	10
48176	48186	10
48576	48596	20
48876	48896	20
49126	49156	30
49446	49466	20
49655	49685	30
49885	49915	30
50355	50375	20
50585	50625	40
50985	51015	30
51474	51504	30
51804	51834	30
51874	51914	40
52344	52374	30
52594	52614	20
52784	52834	50
53063	53083	20
53493	53503	10
54013	54093	80
54103	54123	20
54183	54193	10
54213	54233	20
54383	54403	20
54652	54672	20
54952	54982	30
55182	55212	30
55372	55402	30
56341	56371	30
56491	56521	30
56601	56651	50
56711	56721	10
57091	57111	20
57261	57291	30
57731	57781	50
57981	58010	30
58210	58250	40
58700	58720	20
58820	58840	20
59959	59999	40
61049	61069	20
62148	62228	80
62308	62338	30
62408	62428	20
63337	63357	20
63457	63537	80
63547	63587	40
63597	63617	20
63637	63657	20
63767	63777	10
64257	64277	20
64836	64916	80
64936	65026	90
65036	65066	30
65086	65116	30
65516	65556	40
65736	65756	20
65776	65806	30
66555	66585	30
66805	66865	60
67355	67375	20
68324	68344	20
68404	68424	20
68464	68484	20
69004	69014	10
69154	69174	20
69284	69324	40
69474	69484	10
69604	69634	30
69883	69923	40
70293	70313	20
70903	70923	20
71023	71053	30
71213	71233	20
71293	71323	30
71592	71652	60
71692	71732	40
71842	71852	10
72342	72372	30
72802	72832	30
73121	73141	20
73561	73651	90
73671	73691	20
73711	73731	20
73751	73781	30
73871	73901	30
75110	75150	40
75260	75290	30
75500	75520	20
76030	76050	20
76340	76460	120
76479	76519	40
76559	76579	20
76619	76649	30
76689	76709	20
76839	76909	70
77239	77259	20
77529	77549	20
78488	78528	40
78728	78768	40
79008	79038	30
79288	79328	40
79897	79927	30
80077	80087	10
80327	80367	40
81726	81746	20
82246	82296	50
82386	82416	30
82476	82496	20
82906	82976	70
83016	83036	20
83076	83116	40
83475	83495	20
83895	83915	20
84205	84235	30
84255	84325	70
84425	84435	10
84445	84495	50
84755	84795	40
85704	85774	70
85804	85924	120
85944	86004	60
86024	86054	30
86174	86204	30
86354	86374	20
86953	86983	30
87473	87503	30
88662	88702	40
89142	89192	50
89362	89382	20
89492	89522	30
89542	89592	50
89602	89632	30
93190	93250	60
93419	93449	30
93489	93509	20
