Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1314	1364	50
1374	1414	40
1844	1884	40
1894	1924	30
1964	1984	20
1994	2034	40
2054	2184	130
2224	2324	100
2394	2414	20
2434	2444	10
2833	2863	30
5362	5392	30
5442	5462	20
5592	5612	20
6721	6761	40
8030	8100	70
8130	8150	20
8350	8380	30
8970	9010	40
9310	9380	70
9390	9420	30
9460	9490	30
9889	9919	30
9949	9979	30
10129	10149	20
10339	10369	30
11169	11229	60
11249	11299	50
11318	11398	80
11578	11588	10
11858	11938	80
12248	12268	20
12308	12328	20
12688	12728	40
12978	12988	10
13917	13957	40
13977	13997	20
14257	14267	10
14956	14976	20
15356	15386	30
15576	15606	30
17595	17655	60
17775	17805	30
17825	17855	30
18924	18984	60
19104	19124	20
19144	19174	30
19494	19544	50
19604	19624	20
19694	19744	50
19924	19954	30
20053	20073	20
20193	20243	50
20293	20323	30
20343	20373	30
20413	20423	10
20733	20753	20
20793	20833	40
21093	21123	30
21393	21423	30
21623	21653	30
22452	22482	30
23062	23082	20
23302	23362	60
23491	23531	40
24261	24271	10
24821	24901	80
24941	24981	40
25001	25031	30
25051	25061	10
25580	25610	30
25680	25700	20
25720	25780	60
27409	27439	30
27529	27549	20
27569	27609	40
27699	27719	20
27759	27779	20
28109	28119	10
28808	28878	70
28918	28958	40
28978	28988	10
28998	29018	20
29198	29218	20
29628	29638	10
30298	30328	30
30477	30497	20
30837	30867	30
30927	30967	40
31017	31037	20
31047	31117	70
31957	31987	30
32047	32076	30
32276	32296	20
32776	32816	40
33156	33226	70
33676	33696	20
33915	33985	70
34015	34045	30
34155	34175	20
34315	34335	20
34945	34975	30
35015	35055	40
35225	35265	40
35475	35515	40
36374	36394	20
36604	36634	30
36884	36904	20
37034	37054	20
37254	37283	30
37483	37523	40
37793	37813	20
37943	37983	40
38263	38283	20
38523	38553	30
39622	39642	20
39822	39842	20
40022	40042	20
40082	40102	20
40891	40911	20
43310	43410	100
43430	43480	50
43950	43970	20
44329	44359	30
44409	44429	20
49756	49786	30
50156	50196	40
50926	50976	50
51086	51106	20
51195	51235	40
51245	51285	40
51295	51305	10
51365	51385	20
51425	51445	20
51765	51785	20
51795	51805	10
52125	52145	20
52205	52225	20
52305	52405	100
52944	52974	30
53034	53064	30
53074	53114	40
53174	53194	20
53224	53244	20
53324	53344	20
53564	53604	40
53844	53874	30
53924	53944	20
54244	54304	60
54344	54364	20
54484	54504	20
54524	54554	30
54574	54603	30
54723	54773	50
54813	54833	20
54843	54903	60
54923	54953	30
54963	54983	20
55133	55143	10
55433	55463	30
56103	56183	80
56852	56872	20
57122	57152	30
57192	57232	40
57332	57362	30
58082	58141	60
58481	58501	20
58551	58571	20
59161	59191	30
59940	60010	70
60020	60030	10
60040	60090	50
60240	60270	30
60310	60360	50
60590	60620	30
60740	60790	50
61579	61639	60
61659	61679	20
61739	61769	30
62199	62269	70
62339	62389	50
63039	63069	30
63328	63358	30
63778	63808	30
63868	63888	20
64018	64038	20
64768	64778	10
65367	65387	20
65547	65627	80
66127	66147	20
67026	67096	70
67576	67626	50
68855	68915	60
69315	69345	30
69445	69465	20
69975	70045	70
70434	70494	60
72183	72193	10
72723	72743	20
72903	72923	20
73143	73173	30
73193	73213	20
73772	73802	30
73822	73852	30
73892	73912	20
74252	74262	10
74542	74552	10
74752	74802	50
75811	75831	20
75901	75951	50
76011	76031	20
76471	76481	10
77610	77640	30
77680	77700	20
77710	77730	20
77790	77830	40
77910	77930	20
78130	78160	30
78340	78360	20
78600	78620	20
78810	78849	40
79059	79089	30
79409	79429	20
79659	79679	20
79729	79759	30
79989	80029	40
81428	81458	30
81548	81588	40
81608	81618	10
81688	81708	20
81788	81828	40
81908	81978	70
82048	82068	20
82178	82258	80
82337	82357	20
82377	82417	40
82867	82917	50
84306	84326	20
84396	84446	50
84596	84626	30
85146	85166	20
85436	85446	10
85875	85885	10
86145	86165	20
86435	86445	10
86775	86785	10
87494	87514	20
88114	88144	30
88164	88184	20
88194	88244	50
88374	88394	20
88964	88994	30
89014	89074	60
89094	89124	30
89453	89523	70
89733	89743	10
90213	90233	20
91522	91542	20
91562	91622	60
91682	91702	20
92721	92781	60
92811	92821	10
93631	93691	60
93711	93731	20
93891	93901	10
94470	94540	70
94560	94580	20
95130	95160	30
95420	95490	70
95570	95590	20
96110	96130	20
96140	96159	20
97089	97119	30
97379	97399	20
98048	98088	40
98108	98148	40
98188	98228	40
98248	98268	20
98318	98358	40
98658	98688	30
98738	98758	20
99248	99288	40
100617	100667	50
101087	101107	20
102006	102026	20
102716	102746	30
102866	102876	10
103545	103565	20
103725	103755	30
104095	104125	30
104824	104864	40
105344	105374	30
106184	106214	30
107393	107413	20
108193	108213	20
108482	108512	30
109072	109092	20
109352	109372	20
109752	109762	10
109872	109892	20
110671	110711	40
110751	110791	40
110961	111041	80
111111	111141	30
111161	111191	30
111231	111261	30
111271	111281	10
111451	111471	20
111651	111671	20
111780	111800	20
111830	111880	50
111900	111910	10
112070	112130	60
112580	112610	30
112800	112820	20
112930	112960	30
113909	113999	90
114049	114079	30
114209	114229	20
114619	114639	20
115158	115178	20
115528	115578	50
115648	115678	30
115908	115928	20
116128	116208	80
117727	117747	20
119976	120006	30
120156	120166	10
120565	120595	30
120925	120945	20
121065	121095	30
121115	121165	50
121175	121195	20
121205	121215	10
121245	121255	10
121295	121305	10
121465	121485	20
121595	121625	30
121905	121925	20
121945	121965	20
122214	122254	40
122974	122994	20
123074	123094	20
123114	123124	10
123963	123973	10
125423	125443	20
126792	126812	20
127212	127232	20
127791	127831	40
127841	127851	10
127871	127891	20
127961	127991	30
128061	128081	20
128431	128451	20
128911	128921	10
129710	129720	10
130030	130050	20
130490	130500	10
131589	131599	10
131969	131989	20
132319	132339	20
132558	132588	30
132628	132658	30
133038	133058	20
133438	133458	20
133848	133868	20
134257	134287	30
134787	134807	20
135347	135417	70
135747	135797	50
136216	136306	90
136856	136936	80
137086	137106	20
139984	140024	40
140074	140144	70
140154	140174	20
140424	140454	30
140544	140574	30
141133	141153	20
142593	142613	20
142822	142852	30
142932	142952	20
143322	143332	10
143452	143472	20
143582	143662	80
143742	143752	10
145261	145291	30
145501	145531	30
145541	145571	30
145601	145621	20
145631	145651	20
145671	145691	20
146011	146031	20
146360	146370	10
146500	146520	20
146960	146980	20
147560	147580	20
148079	148109	30
148159	148169	10
148199	148219	20
148509	148539	30
149059	149089	30
149339	149359	20
149479	149509	30
149549	149579	30
150128	150168	40
150268	150308	40
150648	150668	20
151797	151817	20
151937	152017	80
152067	152107	40
152207	152227	20
152367	152397	30
152537	152567	30
152817	152827	10
153216	153236	20
153566	153646	80
153966	154016	50
154925	154965	40
155015	155035	20
155165	155185	20
155375	155385	10
156365	156405	40
157534	157554	20
157944	157964	20
158743	158763	20
159013	159043	30
159063	159113	50
159353	159373	20
159873	159913	40
160422	160442	20
160952	161022	70
161791	161861	70
162161	162231	70
164110	164210	100
164480	164590	110
165070	165100	30
166779	166809	30
166909	166968	60
167078	167098	20
167118	167148	30
167178	167208	30
167228	167258	30
167558	167578	20
168138	168158	20
168847	168867	20
169097	169127	30
169497	169527	30
170387	170406	20
170666	170686	20
170966	170996	30
171876	171906	30
173315	173345	30
174334	174444	110
174464	174484	20
174644	174664	20
174834	174864	30
176233	176303	70
176513	176533	20
176693	176773	80
177712	177732	20
178062	178162	100
178182	178242	60
178442	178462	20
178632	178652	20
178802	178842	40
179521	179641	120
179661	179671	10
179911	179931	20
180031	180051	20
182420	182450	30
183309	183329	20
183539	183559	20
184348	184388	40
184448	184468	20
184898	184918	20
185468	185548	80
186017	186057	40
186437	186467	30
186827	186847	20
187067	187097	30
187497	187537	40
187696	187756	60
188226	188266	40
188286	188306	20
188346	188366	20
188496	188576	80
188626	188656	30
189066	189096	30
189126	189176	50
189196	189216	20
189296	189316	20
189485	189555	70
189915	189955	40
190315	190325	10
190875	190905	30
191144	191174	30
191384	191434	50
193023	193053	30
