Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
15	75	60
365	405	40
415	495	80
525	585	60
595	615	20
735	775	40
964	1014	50
1024	1094	70
1114	1154	40
1164	1184	20
1234	1294	60
1314	1334	20
1354	1374	20
1504	1514	10
1524	1554	30
1734	1764	30
1804	1864	60
2074	2104	30
2124	2174	50
2484	2514	30
3013	3063	50
3833	3863	30
4702	4732	30
4882	4982	100
5012	5052	40
5172	5202	30
5432	5482	50
5502	5512	10
5672	5722	50
5852	5872	20
6041	6081	40
6731	6741	10
6761	6801	40
6831	6841	10
7131	7151	20
7241	7261	20
7291	7301	10
7321	7351	30
7401	7411	10
7750	7790	40
7810	7830	20
8270	8300	30
8410	8450	40
8630	8660	30
8890	8910	20
9409	9459	50
9479	9529	50
9889	9939	50
10009	10049	40
10259	10279	20
10289	10299	10
10879	10959	80
11158	11168	10
11238	11288	50
11328	11508	180
11558	11578	20
11588	11598	10
11618	11658	40
11698	11738	40
11788	11828	40
11888	11918	30
11968	11988	20
12158	12178	20
12448	12488	40
12638	12678	40
12907	12917	10
13047	13077	30
13327	13347	20
13547	13577	30
13767	13787	20
13847	13857	10
13907	13917	10
13927	13957	30
14287	14337	50
14367	14397	30
14457	14467	10
15116	15136	20
15156	15166	10
15246	15266	20
15326	15376	50
15386	15426	40
15446	15486	40
15756	15786	30
16206	16246	40
16285	16305	20
16585	16605	20
16635	16665	30
16715	16745	30
16765	16845	80
16905	16945	40
17075	17095	20
17155	17245	90
17265	17285	20
17295	17315	20
17335	17355	20
17365	17405	40
17435	17505	70
17565	17585	20
17595	17625	30
17685	17805	120
17825	17875	50
17994	18004	10
18404	18434	30
19164	19234	70
19274	19294	20
19464	19494	30
19524	19564	40
19653	19673	20
19863	19893	30
20063	20083	20
20363	20393	30
20523	20613	90
20663	20683	20
21912	21952	40
21982	22012	30
22062	22092	30
22122	22142	20
22252	22272	20
22592	22632	40
22642	22652	10
22672	22752	80
24051	24081	30
24321	24361	40
24541	24551	10
24681	24701	20
24900	24930	30
25080	25160	80
25360	25390	30
25610	25630	20
25790	25810	20
26130	26150	20
26420	26450	30
26470	26559	90
26599	26619	20
26659	26679	20
26699	26719	20
28648	28658	10
29838	29857	20
30647	30657	10
34245	34305	60
34335	34365	30
34385	34405	20
34435	34475	40
34695	34735	40
34984	35024	40
35284	35324	40
35544	35584	40
35634	35654	20
36324	36364	40
36414	36434	20
36444	36494	50
36634	36654	20
36753	36783	30
36993	37033	40
37133	37193	60
37213	37233	20
37243	37263	20
37493	37513	20
37623	37643	20
37653	37683	30
37693	37713	20
37933	37973	40
38333	38363	30
38552	38582	30
38862	38902	40
39252	39282	30
40381	40411	30
40441	40521	80
40581	40621	40
40881	40921	40
41161	41171	10
41341	41381	40
41421	41461	40
41531	41581	50
41681	41731	50
41741	41761	20
41781	41800	20
42020	42040	20
42640	42680	40
