start_time	end_time	Block	Grid	IFU	Single Shape
0.295	1.314	1600.0	1600.0	868.8	1600.0
2.444	2.604	467.4	560.6	37.9	1600.0
2.624	2.753	710.0	371.9	0.0	1600.0
2.863	3.293	1600.0	303.2	0.0	1600.0
3.343	3.443	1600.0	267.5	37.1	1600.0
3.463	3.553	1600.0	282.6	47.2	1600.0
3.613	3.873	1600.0	361.5	23.1	1600.0
3.893	4.103	1600.0	520.0	0.0	1600.0
4.163	4.303	1600.0	655.4	0.0	1600.0
4.323	4.442	1600.0	774.7	0.0	1600.0
4.462	4.572	1600.0	843.6	0.0	1600.0
4.612	4.702	1600.0	797.9	0.0	1600.0
4.742	4.842	1600.0	814.4	0.0	1600.0
4.892	5.362	1600.0	769.8	0.0	1600.0
5.462	5.572	1600.0	461.3	0.0	1600.0
5.612	5.972	1600.0	399.1	0.0	1600.0
6.032	6.121	1600.0	406.7	0.0	1600.0
6.141	6.251	1600.0	460.0	0.0	1600.0
6.291	6.541	1600.0	530.1	0.0	1600.0
6.591	6.721	1600.0	610.1	0.0	1600.0
6.761	6.861	1600.0	664.7	0.0	1600.0
6.881	7.091	1600.0	634.8	0.0	1600.0
7.111	7.291	1600.0	557.0	0.0	1600.0
7.311	7.621	1600.0	424.5	29.7	1600.0
7.661	7.87	1600.0	50.0	389.0	1600.0
7.89	8.01	1600.0	0.0	496.2	1600.0
8.15	8.29	1600.0	0.0	1082.9	1600.0
8.38	8.55	1600.0	21.5	1198.3	1600.0
8.61	8.97	1600.0	0.0	606.9	1600.0
9.01	9.14	1600.0	161.2	185.3	1600.0
9.18	9.27	1600.0	105.9	247.1	1600.0
9.629	9.789	1600.0	0.0	567.0	1600.0
9.979	10.129	1600.0	0.0	1600.0	1600.0
10.149	10.269	1600.0	0.0	1600.0	1600.0
10.369	10.449	1600.0	0.0	1600.0	1600.0
10.579	10.819	1600.0	0.0	761.3	1600.0
10.879	11.089	1600.0	46.0	304.1	1600.0
11.398	11.508	1600.0	400.9	0.0	1600.0
11.588	11.788	1600.0	95.5	293.0	1600.0
11.938	12.208	1600.0	0.0	986.2	1600.0
12.348	12.458	1600.0	0.0	900.1	1600.0
12.608	12.688	1600.0	0.0	907.5	1600.0
12.748	12.858	1600.0	39.6	1190.6	1600.0
12.878	12.978	1600.0	31.1	1194.6	1600.0
12.988	13.127	1600.0	44.0	1600.0	1600.0
13.147	13.257	1600.0	38.2	1600.0	1600.0
13.277	13.557	1600.0	55.9	1600.0	1600.0
13.597	13.667	1600.0	103.0	1600.0	1600.0
13.707	13.827	1600.0	111.8	1600.0	1600.0
13.847	13.917	1600.0	116.3	1600.0	1600.0
13.997	14.147	1600.0	90.4	1600.0	1600.0
14.267	14.347	1600.0	34.2	1600.0	1600.0
14.427	14.677	1600.0	0.0	1600.0	1600.0
14.697	14.936	1600.0	0.0	1600.0	1600.0
14.976	15.106	1600.0	0.0	1600.0	1600.0
15.126	15.206	1600.0	0.0	1600.0	1600.0
15.246	15.356	1600.0	0.0	1600.0	1600.0
15.386	15.576	1600.0	0.0	1600.0	1600.0
15.646	15.756	1600.0	0.0	1600.0	1600.0
15.776	16.286	1600.0	0.0	1600.0	1600.0
16.326	17.505	1600.0	0.0	1600.0	1600.0
17.655	17.775	1600.0	0.0	1600.0	1600.0
17.855	17.945	1600.0	48.2	1600.0	1600.0
17.965	18.095	1600.0	33.6	1600.0	1600.0
18.264	18.534	1600.0	0.0	1600.0	1600.0
18.574	18.654	1600.0	0.0	1600.0	1600.0
18.674	18.774	1600.0	0.0	975.0	1600.0
18.794	18.904	1600.0	0.0	935.0	1600.0
18.984	19.104	1600.0	0.0	771.0	1600.0
19.194	19.354	1600.0	0.0	699.6	1600.0
19.374	19.454	1600.0	0.0	566.3	1600.0
19.744	19.904	378.0	1600.0	204.1	1600.0
19.954	20.053	133.2	1600.0	600.7	1600.0
20.473	20.733	213.2	1600.0	1254.9	1216.0
20.833	21.093	0.0	1600.0	892.9	1600.0
21.173	21.373	132.2	1600.0	824.7	697.7
21.463	21.623	146.4	1600.0	818.7	497.3
21.653	21.722	130.3	1600.0	870.0	99.1
21.742	21.952	0.0	1600.0	1600.0	157.3
21.992	22.102	0.0	1600.0	1600.0	372.4
22.142	22.262	0.0	1600.0	1600.0	384.6
22.282	22.452	0.0	1600.0	1600.0	348.5
22.682	22.822	0.0	1600.0	1600.0	400.0
22.842	22.962	0.0	1600.0	1600.0	304.7
22.982	23.062	0.0	1600.0	1600.0	312.7
23.132	23.302	0.0	1600.0	1600.0	1600.0
23.412	23.491	0.0	1600.0	1600.0	390.5
23.531	23.641	0.0	1600.0	1042.3	1600.0
23.681	23.811	0.0	1600.0	929.6	1600.0
23.831	23.961	0.0	1600.0	862.4	1600.0
23.981	24.101	0.0	1600.0	778.0	1600.0
24.141	24.261	1.0	1600.0	703.9	1600.0
24.271	24.391	337.0	1600.0	330.8	1600.0
24.441	24.561	781.5	561.9	7.0	1600.0
24.581	24.661	687.4	468.4	0.0	1600.0
24.681	24.821	687.4	444.0	0.0	1600.0
25.23	25.58	159.4	1600.0	607.0	141.1
25.78	25.85	0.0	1600.0	947.0	87.3
25.91	26.09	7.1	1600.0	848.1	0.0
26.11	26.72	34.9	1600.0	751.7	1600.0
26.74	27.009	272.1	1027.8	417.0	1600.0
27.029	27.109	727.3	612.8	57.1	1600.0
27.229	27.409	1600.0	503.6	0.0	1600.0
27.629	27.699	1600.0	352.4	1.0	1600.0
27.779	28.009	1600.0	505.1	0.0	1600.0
28.119	28.589	1600.0	143.6	274.7	1600.0
29.058	29.158	1600.0	69.9	314.0	1600.0
29.218	29.328	1600.0	309.0	74.0	1600.0
29.348	29.448	1600.0	415.4	0.0	1600.0
29.638	29.728	1600.0	560.4	0.0	1600.0
29.778	29.878	1600.0	124.9	296.4	1600.0
29.898	30.138	1600.0	0.0	632.1	1600.0
30.198	30.298	1600.0	0.0	405.8	1600.0
30.497	30.707	371.4	1600.0	247.1	1600.0
30.747	30.837	296.7	1600.0	336.9	1600.0
31.157	31.557	91.0	1600.0	613.3	1600.0
31.597	31.677	616.0	734.1	148.3	1600.0
31.697	31.957	744.4	702.1	134.9	1600.0
32.076	32.236	1097.8	261.1	55.4	1600.0
32.296	32.656	1600.0	303.8	0.0	1600.0
32.696	32.776	1600.0	148.5	182.5	1600.0
32.816	32.916	1600.0	35.8	324.0	1600.0
32.956	33.086	1600.0	0.0	403.2	1600.0
33.246	33.336	1600.0	0.0	732.2	1600.0
33.506	33.606	1600.0	123.0	234.0	1600.0
