event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	165	165	
Fixation	265	425	160	
Fixation	515	755	240	
Fixation	795	1174	380	
Fixation	1194	1614	420	
Fixation	1634	2274	640	
Saccade	2354	2424	70	
Saccade	3033	3063	30	
Saccade	3093	3133	40	
Saccade	3143	3213	70	
Saccade	3313	3333	20	
Saccade	3363	3393	30	
Fixation	3713	3963	250	
Saccade	4532	4572	40	
Fixation	4572	4652	80	
Saccade	4722	4742	20	
Saccade	4782	4802	20	
Saccade	4852	4872	20	
Fixation	5082	5192	110	
Saccade	5232	5252	20	
Fixation	5252	5342	90	
Fixation	5792	5912	120	
Fixation	5932	6221	290	
Saccade	6221	6261	40	
Fixation	6331	6431	100	
Saccade	6431	6461	30	
Saccade	6601	6631	30	
Fixation	6631	6701	70	
Saccade	6701	6721	20	1.65
Fixation	6721	6841	120	
Fixation	6881	7011	130	
Saccade	7011	7031	20	3.47
Fixation	7031	7121	90	
Saccade	7161	7221	60	
Fixation	7221	7431	210	
Fixation	7451	7531	80	
Saccade	7531	7561	30	
Fixation	7581	7741	160	
Saccade	7741	7780	40	9.7
Fixation	7780	7930	150	
Saccade	8070	8160	90	
Saccade	8180	8210	30	
Saccade	8280	8300	20	
Saccade	8310	8320	10	
Fixation	8320	8390	70	
Fixation	8460	8820	360	
Saccade	8820	8830	10	13.62
Fixation	8830	8900	70	
Saccade	8900	8950	50	
Saccade	9020	9080	60	
Fixation	9080	9589	510	
Saccade	9589	9639	50	15.92
Fixation	9639	9789	150	
Saccade	9789	9819	30	9.22
Fixation	9819	10019	200	
Saccade	10019	10059	40	6.63
Fixation	10059	10789	730	
Saccade	10789	10819	30	
Saccade	10829	10899	70	
Saccade	10929	11009	80	
Saccade	11029	11049	20	
Saccade	11079	11109	30	
Fixation	11109	11278	170	
Saccade	11278	11338	60	
Saccade	11348	11448	100	
Saccade	11458	11498	40	
Fixation	11498	11598	100	
Saccade	11598	11608	10	3.14
Fixation	11608	11708	100	
Saccade	11708	11788	80	
Saccade	11798	11918	120	
Saccade	11928	11978	50	
Saccade	11998	12018	20	
Fixation	12018	12088	70	
Saccade	12088	12118	30	
Saccade	12158	12178	20	
Fixation	12178	12258	80	
Saccade	12258	12278	20	4.97
Fixation	12278	12388	110	
Saccade	12388	12398	10	4.09
Fixation	12398	12538	140	
Saccade	12538	12578	40	10.72
Fixation	12578	12688	110	
Saccade	12688	12738	50	8.44
Fixation	12738	12907	170	
Saccade	12907	12947	40	11.08
Fixation	12947	13517	570	
Saccade	13517	13537	20	2.21
Fixation	13537	13737	200	
Saccade	13737	13757	20	0.61
Fixation	13757	14107	350	
Saccade	14107	14127	20	5.96
Fixation	14127	14317	190	
Saccade	14317	14327	10	
Saccade	14377	14447	70	
Fixation	14447	14826	380	
Saccade	14826	14846	20	9.09
Fixation	14846	15096	250	
