Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1124	1154	30
1794	1864	70
1874	1904	30
1974	1984	10
2014	2044	30
2174	2204	30
2294	2314	20
2394	2444	50
2583	2603	20
2703	2743	40
2753	2773	20
2783	2803	20
3483	3513	30
5472	5502	30
5822	5842	20
6151	6231	80
6371	6391	20
6471	6481	10
6491	6511	20
6651	6661	10
6841	6871	30
7031	7051	20
7111	7121	10
7191	7201	10
7231	7251	20
7271	7281	10
7461	7511	50
7641	7671	30
8450	8470	20
8540	8570	30
8580	8610	30
8850	8910	60
8960	8970	10
9000	9020	20
9150	9160	10
9170	9190	20
9469	9519	50
9539	9579	40
9589	9609	20
9669	9679	10
9739	9759	20
10249	10299	50
10329	10349	20
10369	10389	20
10419	10439	20
10819	10829	10
11298	11338	40
11718	11788	70
12628	12688	60
13277	13297	20
13667	13717	50
13787	13807	20
13847	13857	10
13877	13887	10
14017	14037	20
14117	14167	50
14237	14257	20
14347	14397	50
14556	14616	60
14816	14916	100
15136	15146	10
15616	15646	30
16106	16156	50
16965	17075	110
17105	17125	20
17185	17205	20
17255	17285	30
17425	17435	10
17465	17475	10
17505	17515	10
17545	17555	10
17605	17615	10
18304	18344	40
18354	18374	20
18504	18524	20
18614	18624	10
18644	18664	20
18764	18784	20
19054	19074	20
19124	19154	30
19264	19274	10
19883	19963	80
19973	19993	20
20253	20293	40
20683	20703	20
21093	21133	40
21153	21173	20
21742	21772	30
22572	22632	60
23231	23271	40
24541	24621	80
24711	24731	20
25210	25230	20
25320	25380	60
25540	25560	20
25680	25700	20
25720	25750	30
25760	25770	10
25820	25830	10
25970	26000	30
26370	26390	20
26400	26489	90
26569	26599	30
27149	27169	20
27439	27469	30
27509	27529	20
27539	27549	10
27559	27579	20
27589	27609	20
27629	27649	20
27669	27689	20
27839	27869	30
28558	28598	40
29048	29088	40
29578	29608	30
29658	29688	30
29818	29838	20
30087	30117	30
30337	30387	50
32306	32356	50
32376	32396	20
32736	32756	20
33076	33126	50
33875	33915	40
33975	33985	10
34075	34105	30
34245	34265	20
34875	34905	30
35424	35444	20
35744	35774	30
37013	37083	70
37103	37123	20
37463	37483	20
37543	37573	30
37773	37793	20
37953	37973	20
38572	38602	30
38622	38642	20
38762	38782	20
38802	38812	10
38852	38872	20
39002	39042	40
39052	39072	20
39092	39132	40
39212	39232	20
39592	39622	30
40161	40181	20
40211	40231	20
40491	40521	30
40621	40691	70
40711	40731	20
40751	40771	20
40821	40841	20
41541	41571	30
41930	41990	60
42340	42390	50
42770	42800	30
43160	43180	20
43240	43270	30
43310	43320	10
43380	43420	40
43470	43500	30
43520	43539	20
43569	43579	10
43819	43839	20
44009	44029	20
44229	44249	20
44619	44639	20
45029	45059	30
45109	45129	20
45398	45458	60
45848	45868	20
46318	46368	50
46388	46418	30
48027	48117	90
48247	48257	10
48487	48497	10
48527	48557	30
48607	48647	40
48786	48816	30
48866	48926	60
48936	48966	30
49026	49046	20
49476	49496	20
49536	49556	20
49566	49576	10
49596	49606	10
49626	49656	30
49846	49886	40
49896	49916	20
49926	49946	20
49996	50016	20
50176	50226	50
50246	50286	40
50435	50485	50
50545	50565	20
50585	50615	30
50655	50695	40
50785	50805	20
51135	51165	30
51225	51265	40
51895	51905	10
52284	52314	30
52374	52404	30
52574	52584	10
53204	53234	30
53464	53504	40
53524	53554	30
53624	53644	20
54143	54173	30
54463	54503	40
54623	54633	10
55043	55073	30
55083	55123	40
55462	55492	30
55822	55852	30
55922	55942	20
56472	56502	30
56662	56682	20
56902	56932	30
57052	57062	10
57072	57092	20
57231	57301	70
57351	57381	30
57491	57521	30
57871	57901	30
58181	58221	40
58671	58731	60
58861	58871	10
59340	59360	20
59630	59650	20
59770	59790	20
60070	60090	20
60609	60629	20
61339	61369	30
61519	61549	30
61589	61619	30
61819	61839	20
62139	62169	30
62179	62219	40
62458	62518	60
63378	63408	30
63418	63488	70
63508	63528	20
63538	63558	20
63648	63668	20
63987	64007	20
64257	64277	20
64457	64487	30
64637	64677	40
65537	65557	20
66546	66576	30
66776	66876	100
66956	66976	20
66996	67016	20
67076	67116	40
67286	67306	20
68145	68175	30
68795	68815	20
69074	69104	30
69144	69164	20
69444	69514	70
69614	69634	20
70304	70354	50
70374	70404	30
71083	71103	20
71273	71293	20
71563	71593	30
72502	72532	30
72952	72962	10
73472	73502	30
73712	73742	30
73752	73782	30
74521	74551	30
74671	74701	30
74831	74851	20
75051	75091	40
75631	75651	20
75910	75930	20
75940	75960	20
76370	76390	20
76470	76500	30
76670	76700	30
77050	77060	10
77629	77649	20
78039	78059	20
78139	78179	40
78299	78319	20
78329	78339	10
78669	78689	20
79079	79119	40
79209	79239	30
79488	79508	20
79828	79858	30
79898	79938	40
80038	80058	20
80208	80248	40
80988	81007	20
81517	81557	40
81877	81917	40
81927	81957	30
82816	82846	30
82886	82926	40
82936	82976	40
83136	83156	20
84196	84226	30
84346	84376	30
84455	84475	20
84695	84725	30
84875	84895	20
85155	85185	30
85195	85215	20
85225	85255	30
85295	85325	30
85385	85405	20
85425	85445	20
85515	85535	20
85575	85585	10
85645	85665	20
85675	85695	20
85765	85795	30
85995	86035	40
86154	86194	40
86204	86224	20
86464	86474	10
86484	86504	20
87004	87024	20
87064	87084	20
87304	87364	60
87953	87983	30
88043	88083	40
88093	88113	20
88603	88633	30
88753	88783	30
88983	89013	30
89033	89053	20
89083	89123	40
89183	89193	10
