Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
275	295	20
475	495	20
1244	1294	50
1724	1754	30
1764	1794	30
1814	1854	40
1904	1934	30
1954	1974	20
2204	2244	40
3373	3393	20
3703	3723	20
5312	5332	20
5342	5352	10
5812	5842	30
6131	6221	90
6261	6301	40
6321	6331	10
6371	6391	20
6771	6821	50
6841	6861	20
6871	6891	20
7860	7880	20
7890	7910	20
8270	8300	30
8790	8830	40
9939	10019	80
10259	10269	10
10289	10309	20
10349	10369	20
10419	10439	20
10499	10509	10
10619	10629	10
10859	10879	20
11388	11418	30
11438	11458	20
11468	11488	20
11568	11608	40
12668	12688	20
13097	13187	90
13207	13257	50
13267	13297	30
13377	13447	70
13557	13647	90
13657	13717	60
13727	13737	10
13747	13797	50
14027	14047	20
14117	14137	20
14576	14616	40
14836	14856	20
14926	15076	150
15126	15136	10
15156	15176	20
15256	15266	10
15406	15416	10
15806	15816	10
15846	15866	20
15886	15946	60
15966	15986	20
15996	16026	30
16345	16425	80
16435	16455	20
16495	16515	20
16685	16725	40
16745	16765	20
16835	16855	20
16945	16975	30
17065	17095	30
17305	17325	20
17705	17735	30
18104	18154	50
19703	19733	30
20363	20403	40
20723	20733	10
21582	21702	120
21722	21742	20
21752	21832	80
21922	21932	10
22282	22312	30
22652	22672	20
23081	23101	20
23551	23641	90
23721	23771	50
23861	23871	10
23901	23921	20
24241	24261	20
24351	24371	20
24381	24391	10
24550	24580	30
24630	24650	20
24690	24710	20
24810	24850	40
26030	26050	20
26489	26589	100
26609	26619	10
26649	26669	20
26679	26719	40
26729	26799	70
26909	26929	20
27269	27319	50
27709	27759	50
28098	28178	80
28198	28228	30
28308	28328	20
28408	28428	20
28448	28468	20
28548	28588	40
29098	29228	130
29268	29308	40
29318	29348	30
29368	29378	10
29398	29408	10
29458	29468	10
29598	29687	90
29697	29777	80
31386	31406	20
31866	31916	50
32536	32576	40
32826	32856	30
32986	33035	50
34095	34155	60
34225	34275	50
34325	34445	120
34505	34515	10
34595	34615	20
34744	34794	50
35664	35694	30
36593	36623	30
37053	37093	40
37733	37753	20
38372	38422	50
38432	38462	30
38532	38542	10
38552	38572	20
38632	38652	20
39012	39052	40
39112	39132	20
39152	39172	20
39212	39232	20
39372	39382	10
39432	39542	110
39602	39612	10
39692	39712	20
39831	39871	40
40031	40051	20
40171	40191	20
40411	40441	30
41850	42030	180
42060	42110	50
42130	42160	30
42200	42210	10
42280	42290	10
42450	42510	60
42910	42930	20
43090	43179	90
43209	43239	30
43689	43729	40
43959	43999	40
44309	44339	30
44769	44789	20
45058	45088	30
45658	45678	20
46248	46338	90
46388	46428	40
46438	46458	20
47097	47117	20
47237	47267	30
47627	47657	30
49086	49106	20
49436	49576	140
49636	49656	20
49726	49736	10
50785	50805	20
51265	51425	160
51435	51465	30
51485	51535	50
51894	51924	30
52094	52124	30
52374	52384	10
52854	52874	20
53194	53214	20
54233	54353	120
54363	54373	10
54443	54453	10
54483	54513	30
54982	55002	20
55042	55062	20
55352	55402	50
55422	55442	20
55452	55462	10
55522	55562	40
55582	55662	80
56372	56392	20
56831	56941	110
57001	57041	40
57061	57071	10
57091	57101	10
57111	57121	10
57191	57231	40
57341	57361	20
57481	57501	20
57681	57711	30
57911	57931	20
58081	58101	20
58340	58380	40
58620	58650	30
58870	58900	30
59320	59340	20
59360	59380	20
60319	60409	90
60469	60519	50
60589	60639	50
60659	60709	50
60729	60749	20
60839	60879	40
60909	60919	10
60969	60989	20
61009	61039	30
61059	61079	20
61219	61229	10
61399	61439	40
61699	61718	20
61938	61968	30
62268	62278	10
62458	62478	20
62848	62858	10
63847	63867	20
64007	64037	30
64237	64257	20
65027	65126	100
65196	65226	30
65246	65266	20
65276	65306	30
65816	65826	10
66136	66156	20
66236	66246	10
66256	66276	20
66346	66366	20
66686	66716	30
66985	67015	30
67045	67075	30
67355	67365	10
67525	67535	10
67755	67765	10
67895	67935	40
67995	68035	40
68135	68155	20
68165	68175	10
68554	68564	10
68764	68794	30
68844	68954	110
69014	69054	40
69124	69154	30
69204	69224	20
70833	71013	180
71063	71143	80
71213	71233	20
71273	71293	20
71563	71593	30
73661	73771	110
73831	73861	30
73961	73991	30
74101	74121	20
74661	74671	10
75111	75221	110
75260	75290	30
75300	75320	20
75440	75460	20
77019	77049	30
77619	77629	10
77649	77659	10
77929	77949	20
78129	78139	10
78509	78559	50
78648	78668	20
78678	78708	30
78738	78768	30
78808	78838	30
79108	79118	10
79248	79268	20
79358	79368	10
79578	79588	10
79918	79948	30
82966	83106	140
83126	83146	20
83206	83216	10
83296	83336	40
83396	83416	20
83426	83476	50
83486	83506	20
83705	83735	30
84025	84035	10
84045	84065	20
85135	85145	10
85355	85374	20
85544	85644	100
85804	85834	30
86154	86254	100
87243	87253	10
87823	87853	30
87973	88003	30
88163	88193	30
88303	88313	10
88493	88533	40
88852	88862	10
88982	89012	30
89372	89392	20
90082	90112	30
90382	90402	20
90521	90541	20
90591	90631	40
90691	90711	20
90751	90771	20
90811	90831	20
90871	90881	10
91211	91231	20
91601	91611	10
92101	92200	100
92240	92260	20
92310	92330	20
92390	92410	20
92610	92620	10
92760	92780	20
94329	94429	100
94509	94529	20
94589	94629	40
94739	94769	30
94909	94939	30
95089	95119	30
95399	95449	50
95838	95848	10
95858	95918	60
97497	97537	40
97567	97597	30
98467	98507	40
98597	98617	20
98667	98697	30
98717	98727	10
98797	98817	20
98936	98946	10
99436	99506	70
99586	99786	200
99796	99806	10
99866	99886	20
99906	99926	20
99976	99996	20
100246	100276	30
100675	100715	40
101185	101205	20
102055	102075	20
102364	102384	20
103464	103504	40
103624	103674	50
104043	104053	10
104123	104163	40
104503	104553	50
104723	104763	40
105513	105543	30
105722	105862	140
106082	106122	40
106182	106212	30
108041	108081	40
108101	108141	40
