event_type	start_time	end_time	duration	saccade_amplitude
Saccade	0	75	75	
Fixation	75	175	100	
Saccade	175	185	10	
Saccade	315	325	10	
Fixation	325	695	370	
Saccade	695	705	10	17.43
Fixation	705	1044	340	
Saccade	1044	1084	40	
Saccade	1124	1154	30	
Fixation	1154	3473	2319	
Saccade	3473	3493	20	4.97
Fixation	3493	3913	420	
Saccade	3913	3933	20	1.92
Fixation	3933	4442	510	
Saccade	4442	4532	90	
Saccade	4592	4612	20	
Saccade	4632	4642	10	
Saccade	4672	4692	20	
Saccade	4732	4742	10	
Fixation	4782	4942	160	
Saccade	4942	4962	20	9.97
Fixation	4962	5152	190	
Saccade	5152	5182	30	4.67
Fixation	5182	5442	260	
Saccade	5442	5452	10	1.77
Fixation	5452	5632	180	
Saccade	5632	5662	30	6.2
Fixation	5662	5842	180	
Saccade	5842	5871	30	6.92
Fixation	5871	6051	180	
Saccade	6051	6081	30	6.48
Fixation	6081	6261	180	
Saccade	6261	6291	30	8.0
Fixation	6291	6671	380	
Saccade	6671	6711	40	12.75
Fixation	6711	6941	230	
Saccade	6941	6971	30	
Saccade	7031	7061	30	
Fixation	7061	7600	540	
Saccade	7600	7620	20	5.03
Fixation	7620	7860	240	
Saccade	7860	7900	40	4.76
Fixation	7900	9160	1259	
Saccade	9160	9180	20	
Saccade	9549	9599	50	
Saccade	9609	9639	30	
Fixation	9639	9739	100	
Saccade	9739	9769	30	12.54
Fixation	9769	9989	220	
Saccade	9989	10019	30	6.82
Fixation	10019	10229	210	
Saccade	10229	10239	10	3.64
Fixation	10239	10359	120	
Saccade	10359	10389	30	7.55
Fixation	10389	11788	1399	
Saccade	11788	11868	80	14.65
Fixation	11868	12408	540	
Saccade	12408	12438	30	12.6
Fixation	12438	12777	340	
Saccade	12777	12827	50	
Saccade	12927	12967	40	
Saccade	12987	13017	30	
Fixation	13017	13237	220	
Saccade	13237	13247	10	9.79
Fixation	13247	13607	360	
Saccade	13607	13657	50	14.42
Fixation	13657	13927	270	
Saccade	13927	13957	30	8.98
Fixation	13957	14107	150	
Saccade	14107	14137	30	8.93
Fixation	14137	14326	190	
Saccade	14326	14356	30	5.04
Fixation	14356	14516	160	
Saccade	14516	14576	60	15.64
Fixation	14576	14746	170	
Saccade	14746	14776	30	5.97
Fixation	14776	15136	360	
Saccade	15136	15156	20	4.7
Fixation	15156	15376	220	
Saccade	15376	15396	20	4.32
Fixation	15396	15556	160	
Saccade	15556	15596	40	12.19
Fixation	15596	16045	450	
Saccade	16085	16115	30	
Fixation	16115	16635	520	
Saccade	16635	16675	40	8.04
Fixation	16675	16875	200	
Saccade	16875	16925	50	13.99
Fixation	16925	18304	1379	
Saccade	18304	18334	30	
Saccade	18424	18444	20	
Saccade	18454	18534	80	
Fixation	18534	18784	250	
Saccade	18784	18814	30	9.26
Fixation	18814	19024	210	
Fixation	19044	19124	80	
Saccade	19124	19213	90	
Saccade	19223	19283	60	
Saccade	19293	19313	20	
Fixation	19313	19433	120	
Saccade	19433	19453	20	13.94
Fixation	19453	20523	1069	
Saccade	20543	20623	80	
Saccade	20663	20673	10	
Fixation	20673	20922	250	
Saccade	20922	20932	10	4.79
Fixation	20932	21162	230	
Saccade	21162	21202	40	9.68
Fixation	21202	22342	1139	
Saccade	22342	22362	20	4.03
Fixation	22362	22711	350	
Saccade	22711	22741	30	2.24
Fixation	22741	23141	400	
Saccade	23141	23181	40	
Saccade	23221	23271	50	
Saccade	23301	23361	60	
Fixation	23361	23541	180	
Saccade	23541	23561	20	7.2
Fixation	23561	23871	310	
Saccade	23871	23891	20	1.73
Fixation	23891	24101	210	
Saccade	24101	24121	20	5.33
Fixation	24121	24350	230	
Saccade	24350	24370	20	4.14
Fixation	24370	24650	280	
Saccade	24650	24670	20	3.52
Fixation	24670	24940	270	
Saccade	24940	24980	40	11.77
Fixation	24980	25240	260	
Saccade	25240	25260	20	4.17
Fixation	25260	25600	340	
