event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	175	175	
Fixation	295	974	680	
Fixation	994	1404	410	
Saccade	1404	1434	30	
Saccade	1484	1544	60	
Fixation	1694	2204	510	
Fixation	2244	2713	470	
Saccade	2713	2773	60	
Saccade	3323	3353	30	
Saccade	3363	3393	30	
Saccade	3413	3433	20	
Saccade	3493	3513	20	
Saccade	3563	3583	20	
Fixation	3583	3653	70	
Saccade	3653	3683	30	
Saccade	3693	3713	20	
Fixation	3713	3933	220	
Saccade	3933	3953	20	8.97
Fixation	3953	4143	190	
Saccade	4143	4193	50	
Saccade	4233	4253	20	
Saccade	4263	4282	20	
Fixation	4382	4512	130	
Fixation	4532	4622	90	
Fixation	4642	4772	130	
Saccade	4842	4862	20	
Fixation	4962	5062	100	
Fixation	5082	5192	110	
Fixation	5232	5472	240	
Fixation	5492	5632	140	
Saccade	5632	5652	20	1.5
Fixation	5652	6041	390	
Fixation	6141	6411	270	
Saccade	6411	6441	30	6.42
Fixation	6441	6621	180	
Fixation	6641	6761	120	
Fixation	6781	6971	190	
Saccade	6971	7001	30	5.47
Fixation	7001	7181	180	
Saccade	7241	7281	40	
Fixation	7281	7441	160	
Saccade	7461	7501	40	
Fixation	7501	7591	90	
Fixation	7611	7860	250	
Fixation	7880	8090	210	
Saccade	8090	8110	20	
Saccade	8160	8180	20	
Fixation	8180	8310	130	
Saccade	8330	8360	30	
Fixation	8360	8510	150	
Saccade	8510	8520	10	3.53
Fixation	8520	8660	140	
Saccade	8660	8690	30	6.21
Fixation	8690	9040	350	
Fixation	9100	9310	210	
Fixation	9399	9589	190	
Saccade	9589	9639	50	
Fixation	9659	9899	240	
Saccade	9899	9919	20	5.05
Fixation	9919	10029	110	
Saccade	10159	10179	20	
Fixation	10179	10539	360	
Saccade	10619	10639	20	
Fixation	10639	10809	170	
Fixation	10829	11009	180	
Saccade	11009	11039	30	
Saccade	11078	11138	60	
Saccade	11228	11248	20	
Fixation	11248	11368	120	
Saccade	11368	11408	40	7.61
Fixation	11408	11578	170	
Saccade	11578	11608	30	3.94
Fixation	11608	11788	180	
Saccade	11858	11878	20	
Saccade	11888	11908	20	
Fixation	11908	12048	140	
Saccade	12108	12128	20	
Fixation	12128	12258	130	
Saccade	12258	12318	60	
Saccade	12328	12398	70	
Fixation	12528	12628	100	
Saccade	12628	12648	20	3.09
Fixation	12648	12907	260	
Saccade	12907	12927	20	
Saccade	12997	13027	30	
Fixation	13027	13157	130	
Saccade	13157	13197	40	
Fixation	13217	13587	370	
Fixation	13627	13757	130	
Saccade	13777	13817	40	
Fixation	13897	14227	330	
Saccade	14327	14357	30	
Fixation	14357	14436	80	
Fixation	14476	14726	250	
Fixation	14746	14836	90	
Saccade	14836	14856	20	
Fixation	14876	15016	140	
Saccade	15016	15036	20	
Fixation	15196	15406	210	
Fixation	15446	15826	380	
