Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
95	115	20
125	145	20
155	185	30
205	375	170
395	495	100
505	595	90
615	675	60
735	785	50
805	854	50
964	1014	50
1344	1374	30
1734	1764	30
2164	2184	20
3063	3093	30
3343	3363	20
3823	3843	20
4273	4293	20
4662	4682	20
5622	5712	90
5742	5762	20
6022	6042	20
6171	6211	40
6401	6411	10
6791	6841	50
7041	7071	30
7501	7541	40
8090	8120	30
8190	8230	40
8580	8620	40
8660	8680	20
8690	8720	30
8750	8880	130
9070	9090	20
9250	9290	40
9450	9510	60
9519	9539	20
9569	9579	10
10659	10699	40
12058	12088	30
12178	12218	40
12268	12308	40
12328	12348	20
12528	12548	20
12598	12648	50
12848	12858	10
13137	13177	40
13227	13267	40
13297	13327	30
13337	13357	20
13417	13437	20
14187	14197	10
14547	14567	20
15536	15556	20
16346	16376	30
16445	16505	60
16515	16535	20
16555	16605	50
16615	16625	10
16745	16765	20
17125	17135	10
17735	17815	80
17855	17875	20
17925	17945	20
18105	18125	20
18334	18344	10
18484	18504	20
18734	18774	40
18994	19014	20
19254	19294	40
19434	19464	30
19614	19644	30
19764	19814	50
20323	20363	40
20423	20463	40
20493	20573	80
21702	21722	20
21992	22022	30
22102	22252	150
22302	22322	20
22432	22462	30
22542	22592	50
23012	23052	40
23252	23272	20
23871	23911	40
24241	24301	60
24331	24351	20
24681	24731	50
24761	24771	10
25071	25100	30
25380	25410	30
25550	25650	100
25690	25720	30
25750	25770	20
25780	25810	30
26020	26050	30
26140	26170	30
27299	27309	10
27499	27509	10
27829	27839	10
28149	28229	80
28299	28349	50
28369	28379	10
28399	28419	20
28479	28529	50
28698	28718	20
29068	29108	40
29218	29238	20
29588	29618	30
29878	29888	10
30038	30078	40
30248	30287	40
30517	30547	30
30687	30717	30
31897	31917	20
32126	32186	60
32276	32366	90
32386	32446	60
32606	32636	30
33016	33056	40
33106	33136	30
33166	33256	90
33306	33316	10
33995	34035	40
34115	34135	20
34155	34265	110
34275	34345	70
34575	34605	30
34745	34765	20
34935	34955	20
35485	35584	100
35604	35624	20
36294	36314	20
36494	36544	50
36614	36634	20
36684	36714	30
36734	36754	20
37693	37703	10
38143	38183	40
38353	38373	20
38523	38543	20
38733	38753	20
39022	39052	30
39242	39272	30
39462	39512	50
39682	39712	30
39892	39902	10
40092	40122	30
40402	40422	20
40811	40821	10
41351	41531	180
41551	41591	40
41691	41701	10
41871	41881	10
42111	42141	30
42151	42171	20
42191	42271	80
42490	42510	20
42890	42920	30
42980	43000	20
43010	43020	10
43050	43100	50
43160	43190	30
43890	43920	30
43930	44030	100
44159	44239	80
44249	44279	30
45049	45089	40
45299	45349	50
45739	45789	50
45998	46038	40
46418	46518	100
46558	46578	20
46598	46608	10
46618	46628	10
46658	46678	20
46998	47018	20
47168	47198	30
47468	47478	10
47627	47667	40
47997	48017	20
48177	48217	40
48397	48427	30
48587	48627	40
48837	48857	20
49117	49147	30
49366	49406	40
49756	49786	30
49896	49946	50
50216	50226	10
50416	50446	30
50646	50686	40
50976	50986	10
51255	51275	20
51325	51365	40
51625	51675	50
52305	52345	40
52405	52435	30
52475	52585	110
52615	52665	50
52994	53024	30
53154	53174	20
53584	53664	80
53694	53704	10
53854	53884	30
54274	54324	50
54583	54603	20
54813	54833	20
55033	55063	30
55233	55303	70
55513	55553	40
55683	55723	40
55873	55903	30
56362	56472	110
56492	56522	30
56542	56572	30
57162	57232	70
57252	57282	30
57292	57322	30
57342	57362	20
57412	57422	10
57622	57652	30
57862	57882	20
57961	57991	30
58001	58021	20
58071	58081	10
58121	58131	10
58311	58331	20
58421	58511	90
58521	58571	50
58601	58611	10
58711	58731	20
59081	59091	10
59371	59471	100
59481	59561	80
59890	59940	50
60000	60020	20
60030	60050	20
60070	60090	20
60290	60300	10
60640	60670	30
60710	60740	30
60760	60770	10
60790	60820	30
60980	61010	30
61210	61310	100
