event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	185	185	
Fixation	265	645	380	
Saccade	665	735	70	
Saccade	1284	1344	60	
Saccade	1384	1414	30	
Saccade	1434	1454	20	
Saccade	1464	1534	70	
Saccade	1564	1604	40	
Saccade	1664	1704	40	
Saccade	1724	1744	20	
Saccade	1764	1794	30	
Saccade	1834	1864	30	
Saccade	1924	1934	10	
Saccade	1954	1964	10	
Saccade	1984	2024	40	
Saccade	2064	2084	20	
Saccade	2144	2164	20	
Saccade	2184	2214	30	
Saccade	2234	2264	30	
Saccade	2284	2294	10	
Saccade	2354	2374	20	
Saccade	2424	2434	10	
Fixation	2434	2504	70	
Saccade	2504	2564	60	
Fixation	2613	2693	80	
Fixation	2713	2783	70	
Saccade	2783	2793	10	
Fixation	2863	3013	150	
Fixation	3033	3133	100	
Fixation	3183	3293	110	
Fixation	3413	3543	130	
Fixation	3613	3683	70	
Fixation	3703	3783	80	
Fixation	3853	3963	110	
Saccade	3963	3983	20	
Fixation	4003	4113	110	
Fixation	4153	4382	230	
Fixation	4402	4642	240	
Fixation	4662	4932	270	
Fixation	4952	5072	120	
Fixation	5132	5242	110	
Fixation	5262	5382	120	
Fixation	5402	5502	100	
Saccade	5502	5532	30	5.37
Fixation	5532	5902	370	
Saccade	5902	5912	10	
Fixation	5962	6311	350	
Saccade	6311	6361	50	
Saccade	6381	6401	20	
Fixation	6401	6471	70	
Saccade	6471	6491	20	
Saccade	6561	6631	70	
Saccade	6681	6701	20	
Fixation	6701	6781	80	
Saccade	6821	6851	30	
Fixation	6851	7061	210	
Saccade	7131	7161	30	
Fixation	7161	7331	170	
Fixation	7351	7750	400	
Fixation	7770	7900	130	
Fixation	7920	8140	220	
Saccade	8140	8180	40	9.34
Fixation	8180	8310	130	
Fixation	8370	8470	100	
Saccade	8470	8500	30	
Saccade	8520	8540	20	
Fixation	8540	8610	70	
Fixation	8630	9030	400	
Fixation	9070	9459	390	
Fixation	9479	10049	570	
Fixation	10069	10949	879	
Fixation	11079	11278	200	
Fixation	11318	11578	260	
Fixation	11618	11908	290	
Fixation	11928	12158	230	
Fixation	12178	12258	80	
Fixation	12298	12518	220	
Saccade	12578	12608	30	
Fixation	12608	12748	140	
Fixation	12768	12858	90	
Saccade	12858	12907	50	
Saccade	13047	13087	40	
Fixation	13087	13297	210	
Fixation	13397	13617	220	
Fixation	13697	13877	180	
Fixation	13897	14037	140	
Fixation	14097	14217	120	
Fixation	14267	14367	100	
Fixation	14387	14646	260	
Fixation	14666	14906	240	
Fixation	14946	15296	350	
Saccade	15296	15326	30	
Saccade	15366	15396	30	
Saccade	15406	15436	30	
Saccade	15496	15516	20	
