event_type	start_time	end_time	duration	saccade_amplitude
Fixation	914	984	70	
Saccade	3573	3593	20	7.84
Saccade	4003	4033	30	9.33
Saccade	5982	6002	20	2.81
Saccade	6611	6651	40	10.42
Fixation	6651	6721	70	
Fixation	10889	10959	70	
Fixation	12678	12828	150	
Fixation	17115	17265	150	
Saccade	22452	22472	20	4.25
Fixation	22472	22792	320	
Saccade	22792	22802	10	5.64
Fixation	22802	23012	210	
Saccade	23012	23042	30	6.83
Fixation	32027	32126	100	
Saccade	32126	32206	80	42.56
Saccade	34855	34875	20	9.3
Fixation	34875	35005	130	
Saccade	40891	40951	60	3.22
Saccade	41141	41171	30	7.09
Fixation	41581	41731	150	
Fixation	42461	42600	140	
Saccade	42600	42610	10	2.97
Saccade	44399	44449	50	12.56
Fixation	45089	45159	70	
Fixation	45279	45579	300	
Saccade	45579	45599	20	5.81
Fixation	45599	45809	210	
Saccade	45809	45839	30	5.83
Fixation	45988	46308	320	
Saccade	47038	47058	20	2.91
Fixation	47058	47148	90	
Saccade	47308	47338	30	12.59
Fixation	48237	48417	180	
Saccade	48757	48767	10	1.63
Saccade	49996	50036	40	8.1
Saccade	52775	52815	40	7.51
Saccade	53924	53934	10	2.68
Saccade	56562	56612	50	9.32
Fixation	56612	56682	70	
Fixation	58331	58421	90	
Saccade	58931	58951	20	2.82
Saccade	64038	64078	40	13.67
Fixation	64078	64238	160	
Saccade	64238	64278	40	14.57
Fixation	66077	66257	180	
Fixation	68875	69045	170	
Saccade	69045	69065	20	4.5
Fixation	69065	69335	270	
Saccade	69335	69375	40	16.83
