,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant13_trial01,154.76302083333334,384.0,59429.0,111519.0,34.64108910891089,404.0,13995.0,81/19
participant13_trial02,163.52278820375335,373.0,60994.0,104703.0,35.015290519877674,327.0,11450.0,84/16
participant13_trial03,166.61904761904762,315.0,52485.0,84465.0,35.28776978417266,278.0,9810.0,84/16
Mean participant13,161.63495221871142,357.3333333333333,57636.0,100229.0,34.981383137653744,336.3333333333333,11751.666666666666,83/17
Standard Deviation participant13,6.149332184530933,37.072002014098636,4529.007286370822,14070.971395038794,0.32467099788280224,63.51640208114226,2108.7456777272437,2
