,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant01_trial01,324.4,35.0,20.0,20.0,90/10,61085.0,6488.0,700.0
participant01_trial02,305.92,38.4375,25.0,32.0,86/14,63054.0,7648.0,1230.0
Mean participant01,315.15999999999997,36.71875,22.5,26.0,88/12,62069.5,7068.0,965.0
Standard Deviation participant01,13.067333316327371,2.430679560328757,3.5355339059327378,8.48528137423857,3,1392.293252156312,820.2438661763952,374.7665940288702
