,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant01_trial01,202.5,31.463414634146343,28.0,41.0,81/19,69200.0,5670.0,1290.0
participant01_trial02,136.1290322580645,31.58730158730159,31.0,63.0,68/32,70049.0,4220.0,1990.0
Mean participant01,169.31451612903226,31.525358110723964,29.5,52.0,74/26,69624.5,4945.0,1640.0
Standard Deviation participant01,46.93136136423618,0.0876013046766146,2.1213203435596424,15.556349186104045,9,600.3336572273788,1025.304832720494,494.9747468305833
