,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant01_trial01,348.95238095238096,34.21052631578947,21.0,19.0,92/8,12893.0,7328.0,650.0
participant01_trial02,357.95238095238096,36.666666666666664,21.0,9.0,96/4,13602.0,7517.0,330.0
Mean participant01,353.45238095238096,35.43859649122807,21.0,14.0,94/6,13247.5,7422.5,490.0
Standard Deviation participant01,6.363961030678928,1.7367534976511685,0.0,7.0710678118654755,3,501.3387078612622,133.64318164425748,226.27416997969522
