,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant03_trial01,293.09090909090907,32.22222222222222,22.0,9.0,96/4,14342.0,6448.0,290.0
participant03_trial02,261.7391304347826,46.25,23.0,16.0,89/11,14602.0,6020.0,740.0
Mean participant03,277.4150197628459,39.236111111111114,22.5,12.5,92/8,14472.0,6234.0,515.0
Standard Deviation participant03,22.16905529000667,9.919136791644625,0.7071067811865476,4.949747468305833,5,183.84776310850236,302.64170234784234,318.1980515339464
