,App,Cap,Gauge,Pad,Pen,Safety,Tip
Average Dwelltime [ms],0.0,262.0000000000015,0.0,0.0,364.2857142857195,0.0,0.0
Average Fixation Time [ms],0.0,89.28571428571533,0.0,0.0,93.18181818182016,0.0,0.0
Hits,0.0,14.0,0.0,0.0,22.0,0.0,0.0
Relative Dwelltime [%],0.0,33.93782383419669,0.0,0.0,66.0621761658033,0.0,0.0
Revisits,0.0,5.0,0.0,0.0,7.0,0.0,0.0
Total Dwelltime [ms],0.0,1310.0000000000073,0.0,0.0,2550.0000000000364,0.0,0.0
Total Fixation Time [ms],0.0,1250.0000000000146,0.0,0.0,2050.0000000000437,0.0,0.0
