,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant01_trial01,167.06045340050377,397.0,66323.0,98557.0,28.857142857142858,315.0,9090.0,88/12
participant01_trial02,167.01,300.0,50103.0,80568.0,28.517110266159698,263.0,7500.0,87/13
participant01_trial03,169.1627906976744,258.0,43644.0,70234.0,29.19047619047619,210.0,6130.0,88/12
Mean participant01,167.7444146993927,318.3333333333333,53356.666666666664,83119.66666666667,28.85490977125958,262.6666666666667,7573.333333333333,88/12
Standard Deviation participant01,1.2286086605513462,71.29048557369583,11684.349375696249,14332.875996579796,0.3366885163056093,52.50079364479487,1481.3619859215146,1
