,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant04_trial01,235.74137931034483,290.0,68365.0,104533.0,31.3,400.0,12520.0,85/15
participant04_trial02,320.98395721925135,187.0,60024.0,79268.0,32.435424354243544,271.0,8790.0,87/13
participant04_trial03,274.58590308370043,227.0,62331.0,78459.0,30.94736842105263,285.0,8820.0,88/12
Mean participant04,277.1037465377656,234.66666666666666,63573.333333333336,87420.0,31.560930925098727,318.6666666666667,10043.333333333334,87/13
Standard Deviation participant04,42.677030401415976,51.926229723843164,4307.042411369238,14825.811849608775,0.7775868606341207,70.7837081066917,2144.9087004656712,2
