,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant04_trial01,359.8636363636364,42.0,22.0,35.0,84/16,61944.0,7917.0,1470.0
participant04_trial02,247.89655172413794,33.1578947368421,29.0,19.0,92/8,64712.0,7189.0,630.0
Mean participant04,303.88009404388714,37.578947368421055,25.5,27.0,88/12,63328.0,7553.0,1050.0
Standard Deviation participant04,79.17268481827746,6.252312591544212,4.949747468305833,11.313708498984761,6,1957.2715703243634,514.7737367038065,593.9696961966999
