,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant04_trial01,600.2941176470588,41.46341463414634,17.0,41.0,86/14,47783.0,10205.0,1700.0
participant04_trial02,647.9411764705883,29.6,17.0,25.0,94/6,30872.0,11015.0,740.0
Mean participant04,624.1176470588235,35.53170731707317,17.0,33.0,90/10,39327.5,10610.0,1220.0
Standard Deviation participant04,33.691558397712036,8.3887009358326,0.0,11.313708498984761,6,11957.882776645705,572.7564927611035,678.8225099390856
