,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant04_trial01,159.0,30.0,30.0,44.0,78/22,69719.0,4770.0,1320.0
participant04_trial02,181.7948717948718,33.18181818181818,39.0,44.0,83/17,74926.0,7090.0,1460.0
Mean participant04,170.3974358974359,31.59090909090909,34.5,44.0,80/20,72322.5,5930.0,1390.0
Standard Deviation participant04,16.118408422431816,2.2498852128662863,6.363961030678928,0.0,4,3681.905009638353,1640.4877323527903,98.99494936611666
