,K-coefficient,start_time
0,1.4114485843550668,2593
1,0.2908856113413161,2883
2,1.6021652924352388,3213
3,3.0860189256197774,3933
4,2.598117324719754,4582
5,0.5770224707882169,5152
6,1.358902796228025,5462
7,4.855575825142331,6701
8,0.9458665667622201,7790
9,-4.254554152765636,8240
10,-1.0139817331924745,8520
11,6.873688027355077,8850
12,-0.7655658324437629,11438
13,-0.48080558148245806,12028
14,0.33141270705785353,12538
15,1.2221025665741667,12738
16,0.31658787762900087,13277
17,1.0159844831029818,13467
18,-0.7137083485595189,13887
19,0.20920787208524838,14047
20,-0.9380280262537407,14257
21,0.9153580071475984,14517
22,-0.6425668531340463,15446
23,-0.8663688230995891,16016
24,1.7378771865845817,16495
25,0.5974007360202851,17025
26,2.279354072882681,17245
27,0.35682670036445807,17865
28,0.8667066915434205,18814
29,-3.0713150972422913,19174
30,-0.8340247855041731,19434
31,-0.41211719367444855,19863
32,-0.20159284813804468,21253
33,0.7951004084364253,22122
34,0.5073634239426535,22532
35,0.2971273513873296,22802
36,0.6181201942805904,22962
37,1.69872669935364,23251
38,-0.19398041779275926,26699
39,6.2001642846828995,27269
40,-4.401714111549648,29248
41,-0.5364398614226041,29868
42,2.6299377364001666,30008
43,0.023526892079612782,31157
44,0.10434573057876423,31277
45,0.15030858563155547,31547
46,-1.830265090769768,33276
47,-1.7540231108499544,33625
48,0.22317380075718474,36124
49,-0.2226005793794298,36364
50,1.7369065275470277,36963
51,-0.16770752372923858,37593
52,-1.1743075581249864,38213
53,0.27743739039805915,38333
54,0.0681719768802892,38722
55,0.06903087763720556,38912
56,-0.09473055032297163,40212
57,-1.3296564932164425,42190
58,-0.6198942404259852,43330
59,-2.555481638998395,44659
60,0.6384396212791779,45299
61,0.5362659403240803,45608
62,-2.462867624650014,46088
63,-0.4718165426515771,46388
64,0.2175086066733315,46578
65,-0.006352201525691825,47078
66,0.008243193155561657,48397
67,-1.3450519504211318,48567
68,-0.11779727610642643,48767
69,-0.771289864761097,48996
70,-2.5610879948487684,49116
71,5.174962624802396,51195
72,-3.811638829694527,53274
73,0.944266441715349,53394
74,0.07360773621654335,53674
75,0.5513790427340131,53994
76,0.3032514149663815,54313
77,0.6903559433969026,54983
78,0.6668303481182491,55433
79,0.5079928899519707,55713
80,-1.3945621667822259,58731
81,0.8551468686281145,58841
82,-2.1782191319693474,59051
83,-0.946328760841824,59270
84,-3.232040953436521,63138
85,-1.1044779147653048,63368
86,0.3197940459090668,63588
87,0.5999186000575533,65967
88,-1.5371452669868992,66226
89,-0.10119580693026031,66436
90,-0.14612916471201698,67676
91,-2.0089631064394355,67825
92,-0.4443435548029029,70314
93,-0.5123436383681143,70514
94,-0.04258479345764754,70744
95,1.2221025665741667,70924
96,1.1725335119795917,71253
97,-0.797792193572217,73872
98,1.356037820976196,74851
99,-0.03909627038282559,75391
100,0.5522967817244102,75771
101,0.7860584495583876,75971
102,1.2564467604781713,77700
103,0.09656270371936054,77950
104,-0.5917329483345133,79379
105,0.2200264707105996,79808
106,-0.1823617566439727,79988
107,0.4109726135383708,80528
108,1.465823932276579,82487
109,0.25751799466118946,83726
110,-0.8701985392026479,84436
111,1.0100898542715293,84556
112,-0.4860119060711128,86674
113,0.2733723213610768,86774
114,0.35768560112137443,87214
115,-0.3129790844852985,88613
116,0.3352483413472366,88703
117,-0.7509704377625095,88853
118,0.8081485981179645,90382
119,0.6812551462853841,90932
120,-0.5472584600479552,91582
121,-0.8482201489237086,91761
122,-1.373042645998485,93311
123,0.7992772357540452,93580
124,-1.2795697308931882,97348
125,-0.7770727353119118,97458
126,0.7530320259064978,97688
127,0.28058472044464444,98298
128,0.839633734956464,98498
129,-0.0378902584113483,99207
130,-1.519573138773179,100296
131,0.4964271488503409,100506
132,-0.30920228842939623,101446
133,-0.8422666818587752,101596
134,0.2913444808365148,102295
135,1.4787015254439995,102555
136,0.517093687063489,103415
137,4.890878841711242,105613
138,-0.4634040497828563,107622
139,0.22168543399095153,108022
140,0.11350536592376353,108262
141,1.0501580804928679,109361
142,-1.1069957788025726,110191
143,0.009102093912477793,110371
144,0.8817021174863916,110530
145,-0.1971865860728254,110970
146,-0.881305410809079,111160
147,0.46592450742204294,111470
148,3.0370204988010383,111620
149,0.4101725510149353,115048
150,0.15517371719197343,115767
151,0.5490317752108633,116027
