,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant05_trial01,297.2893772893773,273.0,81160.0,105865.0,32.592592592592595,459.0,14960.0,84/16
participant05_trial02,258.1660079051383,253.0,65316.0,90943.0,30.568181818181817,352.0,10760.0,86/14
participant05_trial03,287.8448275862069,174.0,50085.0,65877.0,31.156462585034014,294.0,9160.0,85/15
Mean participant05,281.10007092690756,233.33333333333334,65520.333333333336,87561.66666666667,31.43907899860281,368.3333333333333,11626.666666666666,85/15
Standard Deviation participant05,20.415149149314942,52.348193219378004,15538.507661076508,20207.303069270114,1.0413759041774868,83.70384300217842,2995.5522584881296,1
