,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant03,600.0714285714271,0.0,0.46033837567977587,8.0,38.5
Mean participant04,547.3250000000032,0.0,0.4936138569245131,9.0,40.0
Mean group_easy,573.6982142857152,0.0,0.4769761163021445,8.5,39.25
Standard Deviation group_easy,37.29735732622566,0.0,0.02352931843539947,0.7071067811865476,1.0606601717798212
