,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant03,919.5862745098035,0.638772209495404,0.47969618103733624,16.0,136.5
Mean participant04,763.4196428571422,0.7817958187162661,0.42109999903911244,18.5,130.0
Mean group_easy,841.5029586834728,0.7102840141058351,0.45039809003822434,17.25,133.25
Standard Deviation group_easy,110.42648423665852,0.10113296394984642,0.04143375764258515,1.7677669529663689,4.596194077712559
