,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant03,535.8701298701292,0.0,0.4407614575728507,12.5,63.5
Mean participant04,531.6325757575742,0.0,0.33150016262921544,11.5,58.0
Mean group_easy,533.7513528138517,0.0,0.38613081010103306,12.0,60.75
Standard Deviation group_easy,2.996403248632595,0.0,0.07725940257586791,0.7071067811865476,3.8890872965260113
