,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant03,612.7857142857143,0.0,0.4127326422144547,7.0,38.5
Mean participant04,1015.1666666666667,0.0,0.3862807422239313,4.5,37.0
Mean group_easy,813.9761904761906,0.0,0.399506692219193,5.75,37.75
Standard Deviation group_easy,284.5263000488727,0.0,0.0187043178585675,1.7677669529663689,1.0606601717798212
