,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant03,1012.3055555555553,0.0,0.16083565606406242,7.5,68.0
Mean participant04,1173.1875000000002,,0.09027852374951861,8.0,86.5
Mean group_easy,1092.7465277777778,0.0,0.12555708990679051,7.75,77.25
Standard Deviation group_easy,113.7607138871444,,0.049891426720690406,0.3535533905932738,13.08147545195113
