,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant25_trial01,312.16858237547893,261.0,81476.0,99305.0,31.914893617021278,329.0,10500.0,89/11
participant25_trial02,317.49394673123487,413.0,131125.0,174140.0,33.63793103448276,580.0,19510.0,87/13
participant25_trial03,297.46473029045643,241.0,71689.0,91010.0,33.11209439528024,339.0,11225.0,86/14
Mean participant25,309.04241979905674,305.0,94763.33333333333,121485.0,32.88830634892809,416.0,13745.0,87/13
Standard Deviation participant25,10.37410464322364,94.06380813043877,31868.07876752744,45788.792569798126,0.8830488677081622,142.11614968046382,5005.779160130818,2
