,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
Mean participant01,266.0416666666667,31.30952380952381,26.0,23.5,90/10,101731.5,6968.5,755.0
Mean participant02,402.83333333333337,33.05882352941177,20.0,22.0,92/8,82917.0,7883.5,680.0
Mean group_difficult,334.4375,32.18417366946779,23.0,22.75,91/9,92324.25,7426.0,717.5
Standard Deviation group_difficult,96.72631510980983,1.2369416942605032,4.242640687119285,1.0606601717798212,1,13303.8605346343,647.002704785691,53.033008588991066
