,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
Mean participant01,169.31451612903226,31.525358110723964,29.5,52.0,74/26,69624.5,4945.0,1640.0
Mean participant02,182.66283524904213,33.00653594771242,28.0,43.5,78/22,65722.0,5115.0,1425.0
Mean group_difficult,175.9886756890372,32.2659470292182,28.75,47.75,76/24,67673.25,5030.0,1532.5
Standard Deviation group_difficult,9.438686967201031,1.047350892677761,1.0606601717798212,6.010407640085654,3,2759.4842135805015,120.20815280171308,152.02795795510772
