,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
Mean participant01,366.1071428571429,32.33333333333333,42.0,32.0,94/6,93496.0,15376.5,1065.0
Mean participant02,361.91105015673986,30.958333333333336,36.5,19.5,95/5,83706.5,12591.5,605.0
Mean group_difficult,364.0090965069414,31.645833333333332,39.25,25.75,94/6,88601.25,13984.0,835.0
Standard Deviation group_difficult,2.9670856029423534,0.9722718241314978,3.8890872965260113,8.838834764831844,1,6922.221834425707,1969.292385604535,325.2691193458119
