,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],7417.0,0.0,0.0,0.0,265.0,0.0,606.8749999999991
Mean Average Fixation Time [ms],97.68231265108798,0.0,0.0,0.0,92.49999999999818,0.0,92.37777777777777
Mean Hits,70.5,0.0,0.0,0.0,2.5,0.0,16.5
Mean Relative Dwelltime [%],89.98514746446,0.0,0.0,0.0,4.7331075431587175,0.0,55.2817449923813
Mean Revisits,1.0,0.0,0.0,0.0,1.0,0.0,3.0
Mean Total Dwelltime [ms],7417.0,0.0,0.0,0.0,265.0,0.0,1698.4999999999964
Mean Total Fixation Time [ms],6890.000000000011,0.0,0.0,0.0,219.99999999999818,0.0,1519.0
Standard Deviation Average Dwelltime [ms],171.1198410471445,0.0,0.0,0.0,233.34523779156584,0.0,172.7108313048155
Standard Deviation Average Fixation Time [ms],1.9216096853759232,0.0,0.0,0.0,10.606601717795641,0.0,4.934033984279457
Standard Deviation Hits,3.5355339059327378,0.0,0.0,0.0,2.1213203435596424,0.0,2.1213203435596424
Standard Deviation Relative Dwelltime [%],14.163140280927253,0.0,0.0,0.0,0.24219445513049698,0.0,56.305343382596995
Standard Deviation Revisits,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951
Standard Deviation Total Dwelltime [ms],171.1198410471445,0.0,0.0,0.0,233.34523779156584,0.0,340.1183617507242
Standard Deviation Total Fixation Time [ms],480.83261120684716,0.0,0.0,0.0,169.70562748477397,0.0,114.5512985522207
