,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,0.0,0.0,0.0,212.5,825.3055555555555,121.66666666666424
Mean Average Fixation Time [ms],0.0,0.0,0.0,0.0,93.57142857142857,96.15897435897439,92.3333333333309
Mean Hits,0.0,0.0,0.0,0.0,4.5,55.0,4.0
Mean Relative Dwelltime [%],0.0,0.0,0.0,0.0,7.140909063482392,86.97700490553979,5.882086030977815
Mean Revisits,0.0,0.0,0.0,0.0,2.0,7.5,3.0
Mean Total Dwelltime [ms],0.0,0.0,0.0,0.0,425.0,5706.5,364.9999999999927
Mean Total Fixation Time [ms],0.0,0.0,0.0,0.0,405.0,5273.000000000004,364.9999999999927
Standard Deviation Average Dwelltime [ms],0.0,0.0,0.0,0.0,159.0990257669732,455.65175305459803,35.35533905933081
Standard Deviation Average Fixation Time [ms],0.0,0.0,0.0,0.0,9.0913729009699,2.226479813581993,6.128258770279984
Standard Deviation Hits,0.0,0.0,0.0,0.0,3.5355339059327378,14.142135623730951,1.4142135623730951
Standard Deviation Relative Dwelltime [%],0.0,0.0,0.0,0.0,6.263615021865084,9.021165498011747,2.7575504761466605
Standard Deviation Revisits,0.0,0.0,0.0,0.0,0.0,2.1213203435596424,0.0
Standard Deviation Total Dwelltime [ms],0.0,0.0,0.0,0.0,318.1980515339464,1666.6506832566924,106.06601717799242
Standard Deviation Total Fixation Time [ms],0.0,0.0,0.0,0.0,289.9137802864845,1237.4368670764736,106.06601717799242
