,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant03_trial01,445.1538461538458,0.0,0.4589286541531871,13.0,51.0
participant03_trial02,457.0909090909092,0.0,0.46891535574051907,11.0,41.0
Mean participant03,451.1223776223775,0.0,0.4639220049468531,12.0,46.0
Standard Deviation participant03,8.440778150248127,0.0,0.007061664414088878,1.4142135623730951,7.0710678118654755
