,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant03_trial01,638.142857142854,0.0,0.4511495015372177,7.0,36.0
participant03_trial02,562.0,0.0,0.469527249822334,9.0,41.0
Mean participant03,600.0714285714271,0.0,0.46033837567977587,8.0,38.5
Standard Deviation participant03,53.841130624630644,0.0,0.012995030435345174,1.4142135623730951,3.5355339059327378
