,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant03_trial01,2356.500000000001,0.6246944687974728,0.4539114151274246,4.0,92.0
participant03_trial02,1555.8333333333314,,0.15726361134139039,6.0,87.0
Mean participant03,1956.166666666666,0.6246944687974728,0.30558751323440747,5.0,89.5
Standard Deviation participant03,566.1568294700311,,0.2097616736812012,1.4142135623730951,3.5355339059327378
