,App,Cap,Gauge,Pad,Pen,Safety,Tip
Mean Average Dwelltime [ms],0.0,656.7,0.0,0.0,504.62499999999636,0.0,0.0
Mean Average Fixation Time [ms],0.0,90.96153846153743,0.0,0.0,91.04166666666572,0.0,0.0
Mean Hits,0.0,27.0,0.0,0.0,11.5,0.0,0.0
Mean Relative Dwelltime [%],0.0,69.34800770431713,0.0,0.0,30.65199229568287,0.0,0.0
Mean Revisits,0.0,5.0,0.0,0.0,3.0,0.0,0.0
Mean Total Dwelltime [ms],0.0,3283.5,0.0,0.0,1478.999999999989,0.0,0.0
Mean Total Fixation Time [ms],0.0,2454.999999999971,0.0,0.0,1054.999999999989,0.0,0.0
Standard Deviation Average Dwelltime [ms],0.0,29.557063453593592,0.0,0.0,49.32069798776169,0.0,0.0
Standard Deviation Average Fixation Time [ms],0.0,1.3598207330529095,0.0,0.0,3.2409060804383043,0.0,0.0
Standard Deviation Hits,0.0,1.4142135623730951,0.0,0.0,4.949747468305833,0.0,0.0
Standard Deviation Relative Dwelltime [%],0.0,9.188256506858208,0.0,0.0,9.188256506858204,0.0,0.0
Standard Deviation Revisits,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0
Standard Deviation Total Dwelltime [ms],0.0,147.78531726796786,0.0,0.0,565.6854249492329,0.0,0.0
Standard Deviation Total Fixation Time [ms],0.0,91.92388155419972,0.0,0.0,487.90367901871264,0.0,0.0
