,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
participant03_trial01,401.2857142857143,0.0,0.5166507906079926,14.0,57.0
participant03_trial02,670.4545454545441,0.0,0.36487212453770884,11.0,70.0
Mean participant03,535.8701298701292,0.0,0.4407614575728507,12.5,63.5
Standard Deviation participant03,190.33110580353653,0.0,0.10732372401774619,2.1213203435596424,9.192388155425117
