,K-coefficient,start_time
0,1.8957969057604631,2224
1,1.6092070950046877,2873
2,0.251564527596256,4003
3,0.7483374908601983,4213
4,0.7731220181574858,4542
5,0.7191467014976916,5542
6,0.6814845810329833,5802
7,-0.28550609663662435,8000
8,-1.5208909090252944,8790
9,-0.07057548903500101,9080
10,-1.759917739681407,9559
11,0.2331334986256197,10559
12,-0.1325103472546415,10799
13,-0.8566326417924294,11918
14,-0.11224384030321088,12028
15,-0.9016248378076666,13587
16,0.0004601662961579711,14926
17,0.0681719768802892,15006
18,1.724599562155443,15936
19,-0.7115905157839686,18134
20,0.670377709426552,19933
21,-1.2012099181978244,22572
22,-0.1569477633373681,23971
23,0.040698989031615174,25760
24,0.07023097142235885,27239
25,-2.3859373404874034,27949
26,-0.0781290811468055,28818
27,0.575363507507865,36944
28,0.3830407561944982,37533
29,-0.551494125599056,40641
30,-0.3456054768754705,41041
31,-0.416752890487267,41991
32,-0.18739748471850892,42071
33,-0.6035810442308993,45559
34,-0.0487676952701802,46258
35,-1.220499847925377,49006
36,-3.1564284395260236,50955
37,0.578569675787931,52205
38,0.8970446546439236,52884
39,-0.10354307445341004,54433
40,0.10698127108299382,55373
41,0.37674609610132787,56102
42,0.2513939310821375,62519
43,0.9254353814829949,63318
44,0.144413956800103,65577
45,0.8619003982164835,66436
46,-0.27148132973120725,67596
47,0.30496921648021413,68315
48,0.23101566585006936,68465
49,0.7094164383768561,72523
50,-0.3640365058461068,73302
51,0.45087024324559116,74022
52,-0.05615069086786609,74652
53,0.17131631687294085,78279
54,-1.453690887983518,78459
55,0.3333011050858046,78659
56,-0.15998333510331572,79489
57,-1.3297741696834045,79799
58,-1.4202644330699106,81038
59,1.903756447320309,81288
60,0.3801228608955123,81727
61,-0.5192677644706017,84176
62,-2.949969163026602,84286
63,-1.470404115440322,84606
64,0.5794285765448473,84766
65,-0.46906924386670973,87134
66,-0.7056370487190352,87834
67,-0.1775554633170357,87954
68,-1.2344657765973135,89053
69,-2.929590897794534,89833
70,-2.2504548810856595,90053
71,0.025815321369281552,90312
72,-0.7047781479621189,91392
73,-2.900570704946146,92901
74,0.15139692113607112,93171
75,-0.2556858412648005,93361
76,0.9001919846905089,93850
77,0.701115703788773,96039
78,0.7210350995256426,96809
79,-0.027301094533596304,97658
80,0.17469308166712538,97778
81,-0.23759600532240116,98658
82,-0.29351855824362727,100566
83,0.18465277953556014,101426
84,-1.2826053026591362,102096
85,0.7087869723675391,102345
86,-2.685640097344522,103265
87,0.24441096674616947,103485
88,-1.0721986335896934,104144
89,2.0793071329433914,104924
90,0.5144052265121026,105644
91,0.08305564454262293,107113
92,-3.9319552666391813,107193
93,0.004466397099659347,108542
94,-1.0855880162994698,110491
95,0.0942742744296916,110631
96,-0.22323004538874694,111670
97,-0.8261829204112883,111870
98,-0.5379282281888373,112060
99,0.9133578508390094,112260
100,0.4192733481264539,112969
101,-1.3424752481503828,113219
102,0.34755530673882096,113559
103,0.06823081511377016,113669
104,-1.0968066461865387,113759
105,0.2986157181535629,114838
106,-0.13656949810529984,114988
107,-1.0671569873288331,119485
108,0.5231059923619034,120345
109,0.504674963391267,121714
110,-0.4684397778573926,121864
111,0.2289566713079998,123383
112,0.7740397571478831,124163
113,0.4526998030400613,124363
114,-1.5000537742980273,125802
115,0.27932578842601036,127391
116,0.3329599120575678,128240
117,-0.1006251791544241,128560
118,-0.42545365633706783,128860
119,0.7274474360857749,128980
120,-4.064519830741939,130369
121,1.9316883046641817,131209
122,-0.6073578402868014,132688
123,-0.26032153807761904,132778
124,-0.3150969172608488,135556
125,-1.7722247050729916,138025
126,0.7699746881109008,138534
127,-0.1899741869892579,139204
128,0.6081604964121555,139374
129,-1.6216350614476387,139684
130,2.0523459346370725,140663
131,-1.0239414310609094,142772
132,0.022609153089215628,143871
133,0.06823081511377016,146610
134,-0.3909388659189448,146720
135,-1.6398307374843524,147639
136,1.0035657594307597,148928
137,0.4955741662797485,151617
