Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	44	12778	12888	110			0.45773	0.46648	2.55388										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	7	12928	12967	40							209.37	267.6							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	8	13017	13037	20							135.15	135.15							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	9	13097	13117	20							184.2	191.02							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	10	13137	13167	30							156.33	211							
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	45	13227	13297	70			0.46201	0.65753	2.50004										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Whole	11	13297	13337	40						88.38	172.09	218.71	4.45			0.46201	0.65753	0.46455	0.56734
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	46	13337	13607	270			0.46455	0.56734	2.53837										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	47	13627	13857	230			0.46927	0.53996	2.52539										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	48	13897	14057	160			0.46562	0.5146	2.53										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	49	14077	14157	80			0.45017	0.49735	2.52894										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	50	14207	14287	80			0.44569	0.47744	2.53623										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	51	14307	14427	120			0.44392	0.44979	2.57327										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	52	14447	15706	1259			0.44943	0.42447	2.58486										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	53	15976	16076	100			0.30858	0.37593	2.61318										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	12	16126	16136	10							110.97	110.97						0.37187	0.43101
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	54	16136	16206	70			0.37187	0.43101	2.62312										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	55	16226	16346	120			0.41794	0.45702	2.64387										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	56	16366	16625	260			0.44965	0.47591	2.53378										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	57	16665	17055	390			0.46358	0.44576	2.47879										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	58	17145	17305	160			0.45349	0.39631	2.49735										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	59	17365	17605	240			0.45289	0.35379	2.50772										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	60	17645	17735	90			0.45763	0.29897	2.52338										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	61	17775	20083	2309			0.46851	0.26799	2.59154										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	62	20123	20253	130			0.47016	0.3765	2.64569										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	13	20293	20333	40							311.24	337.36							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	14	20353	20373	20							174.89	174.89							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	15	20413	20433	20							160.13	160.13						0.46726	0.63683
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	63	20433	20503	70			0.46726	0.63683	2.5102										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Whole	16	20503	20513	10						300.37	112.46	112.46	2.58			0.46726	0.63683	0.48296	0.66362
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	64	20513	20593	80			0.48296	0.66362	2.53852										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	65	20683	20813	130			0.49342	0.61243	2.54065										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	66	20993	21263	270			0.44894	0.60673	2.50115										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	67	21283	21543	260			0.45258	0.58536	2.46302										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	17	21593	21623	30							307.82	366.49							
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	68	21692	21862	170			0.2833	0.4625	2.48008										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	69	21962	22072	110			0.34072	0.42107	2.61218										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	70	22092	22192	100			0.37998	0.43591	2.60493										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	71	22232	22622	390			0.42345	0.45241	2.60277										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	72	22642	23991	1349			0.43483	0.46806	2.59521										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	18	24101	24121	20							132.98	132.98							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	19	24181	24211	30							266.61	320.81						0.43015	0.46461
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	73	24211	24801	590			0.43015	0.46461	2.63169										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	74	24841	24971	130			0.43403	0.46203	2.50898										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	75	24991	25120	130			0.42678	0.45618	2.57234										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	76	25140	26030	889			0.43361	0.45715	2.57067										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	77	26110	26730	620			0.43822	0.45726	2.58507										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	78	26829	29038	2209			0.43932	0.4553	2.61391										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	79	29078	29188	110			0.43397	0.45728	2.64779										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	80	29208	29428	220			0.42292	0.47141	2.6621										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	20	29428	29458	30							333.45	416.3				0.42292	0.47141		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	21	29478	29518	40							178.25	208.88							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	22	29558	29578	20							128.36	128.36							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	23	29598	29618	20							135.55	135.55						0.56839	0.61702
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	81	29618	29738	120			0.56839	0.61702	2.72943										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	82	29758	29868	110			0.51084	0.54521	2.62887										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	83	29908	30088	180			0.46471	0.49365	2.51683										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	84	30108	30178	70			0.44963	0.48297	2.4618										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	85	30198	30307	110			0.45118	0.46666	2.42519										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	86	30327	30527	200			0.45825	0.46325	2.39842										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	87	30607	30727	120			0.44918	0.48373	2.41328										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	88	30747	30837	90			0.45701	0.47353	2.42247										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	89	30857	31407	550			0.46084	0.47502	2.45884										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	90	31427	32406	979			0.46911	0.47074	2.50773										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	91	32466	32626	160			0.4606	0.50372	2.54193										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	24	32626	32656	30							493.61	647.69				0.4606	0.50372		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	25	32766	32796	30							153.5	171.78						0.33443	0.548
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	92	32796	32896	100			0.33443	0.548	2.49672										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	26	32896	32916	20							149.13	182.07				0.33443	0.548		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	27	33026	33046	20							208.63	208.63						0.41582	0.58164
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	93	33046	33116	70			0.41582	0.58164	2.43557										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Whole	28	33116	33166	50						191.25	298.3	427.4	13.71			0.41582	0.58164	0.25559	0.61351
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	94	33166	33236	70			0.25559	0.61351	2.59107										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	29	33236	33256	20							109.15	109.15				0.25559	0.61351		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	95	33276	33406	130			0.34482	0.62024	2.48454										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Whole	30	33406	33446	40						26.44	224.68	271.22	2.64			0.34482	0.62024	0.37387	0.6058
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	96	33446	33546	100			0.37387	0.6058	2.44617										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	97	33596	33676	80			0.40637	0.57475	2.44048										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	98	33716	33825	110			0.43698	0.56067	2.40315										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	99	33845	34185	340			0.46791	0.52252	2.37886										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	100	34225	34345	120			0.48701	0.46546	2.45822										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	101	34395	34905	510			0.4781	0.39954	2.5321										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	102	34925	36044	1119			0.4749	0.35124	2.54397										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	103	36064	36244	180			0.4664	0.36969	2.5469										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	104	36264	36574	310			0.4615	0.38782	2.54388										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	105	36644	36894	250			0.45764	0.40849	2.56796										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	31	36944	36964	20							167.92	167.92						0.51122	0.12252
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	106	36964	37403	440			0.51122	0.12252	2.55735										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	107	37583	38123	540			0.50658	0.10217	2.39774										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	108	38183	38263	80			0.51701	0.09661	2.43451										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	109	38283	38673	390			0.52859	0.07127	2.54973										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	110	38693	38773	80			0.52924	0.08655	2.49512										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	111	38863	39112	250			0.53105	0.09534	2.49862										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	112	39132	39952	820			0.54083	0.10172	2.54464										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	32	39952	40002	50							276.04	369.29				0.54083	0.10172		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	113	40112	40342	230			0.47202	0.40426	2.58453										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	114	40362	40961	600			0.47264	0.42908	2.59833										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	33	40961	40981	20							503.12	503.12				0.47264	0.42908		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	34	41291	41311	20							747.99	747.99							
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	115	41431	41591	160			0.60521	0.36406	2.77835										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	116	41711	41861	150			0.56702	0.34986	2.66111										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	117	41881	41961	80			0.57443	0.34557	2.55052										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	118	41981	42540	560			0.552	0.3525	2.50783										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	119	42680	42810	130			0.52381	0.37058	2.60803										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	120	42860	42960	100			0.51484	0.38065	2.58863										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	121	42980	44579	1599			0.50744	0.3889	2.64685										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	122	44679	50296	5617			0.50321	0.40085	2.68214										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	123	50366	50536	170			0.52303	0.48512	2.63188										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	35	50536	50596	60							212.46	262.25				0.52303	0.48512		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	124	50646	50926	280			0.39785	0.45287	2.55848										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	125	50976	51185	210			0.43652	0.37214	2.45601										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	126	51225	51475	250			0.46007	0.32615	2.40241										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	127	51665	52055	390			0.47543	0.30128	2.37301										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	128	52075	52155	80			0.47317	0.27587	2.37944										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	36	52155	52175	20							174.07	182.87				0.47317	0.27587		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	129	52345	52495	150			0.50849	0.26021	2.3782										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	130	52515	52605	90			0.51304	0.30684	2.37886										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	37	52605	52625	20							183.49	183.49				0.51304	0.30684		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	131	52665	52775	110			0.58467	0.2842	2.36011										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	132	52795	53054	260			0.56634	0.38012	2.33335										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	133	53094	53254	160			0.53206	0.51819	2.3126										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	134	53374	53584	210			0.48068	0.52943	2.36113										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	135	53624	53794	170			0.47406	0.49463	2.42146										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	136	53814	53884	70			0.47207	0.47606	2.47158										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	38	53884	53904	20							108.75	108.75				0.47207	0.47606		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	137	53924	54134	210			0.61709	0.51624	2.54527										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	138	54174	54294	120			0.58151	0.49384	2.58248										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	139	54314	54454	140			0.58132	0.46612	2.66057										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	39	54454	54504	50							314.53	453.38				0.58132	0.46612		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	40	54544	54573	30							338.31	432.64							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	41	54613	54633	20							266.49	266.49						0.44839	0.45008
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	140	54633	54723	90			0.44839	0.45008	2.58774										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	141	54743	54823	80			0.45709	0.43967	2.56326										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	142	54863	55113	250			0.47807	0.41379	2.65314										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	143	55133	55243	110			0.48275	0.38104	2.66496										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	144	55263	55543	280			0.49369	0.36806	2.64432										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	145	55563	57312	1749			0.48547	0.37391	2.60786										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	146	57332	57462	130			0.49117	0.38891	2.60866										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	147	57482	57602	120			0.4865	0.39844	2.58863										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	148	57682	58491	810			0.48943	0.39919	2.57365										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	149	58511	59071	560			0.48276	0.40669	2.57994										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	150	59191	60250	1059			0.47603	0.39807	2.58294										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	42	60250	60290	40							200.8	252.26				0.47603	0.39807		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	43	60400	60430	30							170.3	202.52							
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	151	60480	60570	90			0.58407	0.38775	2.62582										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	152	60660	60740	80			0.56466	0.43468	2.62811										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	153	60760	60860	100			0.55729	0.44465	2.61562										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	154	60880	61080	200			0.55159	0.45379	2.59374										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	44	61200	61230	30							173.77	182.97						0.57237	0.59168
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	155	61230	61609	380			0.57237	0.59168	2.59773										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	45	61659	61689	30							366.98	444.31							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	46	61709	61729	20							108.91	108.91						0.34479	0.45538
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	156	61729	61829	100			0.34479	0.45538	2.63088										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	157	61879	61989	110			0.40723	0.42388	2.61472										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	158	62129	62279	150			0.45787	0.42636	2.59575										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	159	62299	62389	90			0.46627	0.43367	2.57637										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	160	62409	62529	120			0.45715	0.43709	2.54394										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	161	62549	63089	540			0.45626	0.40032	2.56351										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	162	63129	63288	160			0.45797	0.3746	2.56259										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	47	63288	63328	40							157.42	207.57				0.45797	0.3746		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	163	63408	63588	180			0.39668	0.36704	2.59155										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	164	63648	63738	90			0.41242	0.38092	2.59355										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	48	63738	63758	20							156.41	156.41				0.41242	0.38092		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	165	63808	63878	70			0.47241	0.43593	2.57184										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	49	63878	63908	30							184.43	194.79				0.47241	0.43593		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	166	63928	64038	110			0.41347	0.45191	2.55744										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	50	64098	64128	30							141.91	164.18						0.47975	0.50641
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	167	64128	64598	470			0.47975	0.50641	2.54247										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Whole	51	64598	64628	30						166.24	204.08	260.02	7.93			0.47975	0.50641	0.39266	0.48509
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	168	64628	64848	220			0.39266	0.48509	2.52075										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Whole	52	64848	64888	40						37.34	179.46	239.29	7.73			0.39266	0.48509	0.46961	0.42637
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	169	64888	64977	90			0.46961	0.42637	2.55595										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	53	64977	65007	30							152.72	172.11				0.46961	0.42637		
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	54	65457	65487	30							559.41	738.63							
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	55	65597	65617	20							191.94	191.94							
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	170	65877	66297	420			0.73826	0.63274	2.67753										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	171	66317	66557	240			0.73527	0.61511	2.64712										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	172	66627	66696	70			0.74605	0.63061	2.68786										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	173	66716	66976	260			0.75457	0.64224	2.73337										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	56	67056	67086	30							180.53	229.18						0.70625	0.52136
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Whole	174	67086	67216	130			0.70625	0.52136	2.8275										
TK01	Thomas	Entire Recording	1	fullstream	Saccade	Partial	57	67216	67256	40							170.55	218.91				0.70625	0.52136		
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	175	67276	67556	280			0.60145	0.34946	2.85892										
TK01	Thomas	Entire Recording	1	fullstream	Fixation	Partial	176	67616	67726	110			0.58679	0.28212	2.8023										
