Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1049.396	1079.396	30
1059.389	1089.389	30
1069.381	1099.381	30
2728.42	2748.42	20
2738.415	2758.415	20
2768.387	2788.387	20
2778.378	2798.378	20
3887.762	3897.762	10
4167.586	4187.586	20
4177.58	4197.58	20
4517.389	4527.389	10
4747.257	4817.257	70
4757.252	4827.252	70
4767.238	4837.238	70
4777.233	4847.233	70
4787.225	4857.225	70
4797.216	4867.216	70
4807.207	4877.207	70
4847.202	4897.202	50
4857.195	4907.195	50
4867.187	4917.187	50
4877.183	4927.183	50
4887.17	4937.17	50
5576.777	5626.777	50
5586.772	5636.772	50
5596.762	5646.762	50
5606.753	5656.753	50
5616.742	5666.742	50
13042.437	13062.437	20
13052.428	13072.428	20
13402.228	13422.228	20
13412.218	13432.218	20
13602.122	13612.122	10
13722.052	13762.052	40
13732.042	13772.042	40
13742.038	13782.038	40
13752.03	13792.03	40
13831.995	13851.995	20
13841.985	13861.985	20
14061.86	14101.86	40
14071.856	14111.856	40
14081.843	14121.843	40
14091.838	14131.838	40
15660.926	15690.926	30
15670.917	15700.917	30
15680.905	15710.905	30
15770.861	15790.861	20
15780.855	15800.855	20
19158.89	19218.89	60
19168.879	19228.879	60
19178.873	19238.873	60
19188.868	19248.868	60
19198.854	19258.854	60
19208.847	19268.847	60
19378.764	19398.764	20
19388.759	19408.759	20
19408.74	19528.74	120
19418.733	19538.733	120
19428.725	19548.725	120
19438.715	19558.715	120
19448.705	19568.705	120
19458.702	19578.702	120
19468.693	19588.693	120
19478.71	19598.71	120
19488.705	19608.705	120
19498.696	19618.696	120
19508.692	19628.692	120
19518.678	19638.678	120
26044.876	26074.876	30
26054.873	26084.873	30
26064.865	26094.865	30
26094.868	26134.868	40
26104.863	26144.863	40
26114.849	26154.849	40
26124.844	26164.844	40
30322.407	30362.407	40
30332.4	30372.4	40
30342.396	30382.396	40
30352.381	30392.381	40
30552.276	30632.276	80
30562.266	30642.266	80
30572.263	30652.263	80
30582.254	30662.254	80
30592.244	30672.244	80
30602.234	30682.234	80
30612.226	30692.226	80
30622.221	30702.221	80
30962.022	31012.022	50
30972.018	31022.018	50
30982.01	31032.01	50
30992.001	31042.001	50
31002.021	31052.021	50
34579.923	34619.923	40
34589.914	34629.914	40
34599.902	34639.902	40
34609.899	34649.899	40
34679.867	34709.867	30
34689.861	34719.861	30
34699.853	34729.853	30
34759.833	34779.833	20
34769.825	34789.825	20
34919.728	34939.728	20
34929.722	34949.722	20
37818.045	37828.045	10
38217.834	38237.834	20
38227.825	38247.825	20
41286.036	41326.036	40
41296.027	41336.027	40
41306.018	41346.018	40
41316.006	41356.006	40
41675.799	41695.799	20
41685.792	41705.792	20
42125.549	42145.549	20
42135.542	42155.542	20
42215.503	42255.503	40
42225.494	42265.494	40
42235.484	42275.484	40
42245.476	42285.476	40
42425.387	42445.387	20
42435.378	42455.378	20
51390.162	51410.162	20
51400.154	51420.154	20
51630.021	51650.021	20
51640.016	51660.016	20
53179.126	53199.126	20
53189.119	53209.119	20
53219.093	53249.093	30
53229.084	53259.084	30
53239.08	53269.08	30
53948.666	53988.666	40
53958.663	53998.663	40
53968.683	54008.683	40
53978.67	54018.67	40
54908.111	54948.111	40
54918.102	54958.102	40
54928.097	54968.097	40
54938.115	54978.115	40
55727.645	55747.645	20
55737.631	55757.631	20
55767.608	55797.608	30
55777.598	55807.598	30
55787.62	55817.62	30
55887.539	55917.539	30
55897.556	55927.556	30
55907.55	55937.55	30
55937.525	55957.525	20
55947.515	55967.515	20
62453.734	62513.734	60
62463.723	62523.723	60
62473.721	62533.721	60
62483.711	62543.711	60
62493.702	62553.702	60
62503.692	62563.692	60
63053.386	63103.386	50
63063.375	63113.375	50
63073.373	63123.373	50
63083.363	63133.363	50
63093.354	63143.354	50
63173.317	63193.317	20
63183.306	63203.306	20
63243.262	63263.262	20
63253.25	63273.25	20
64172.727	64212.727	40
64182.716	64222.716	40
64192.712	64232.712	40
64202.704	64242.704	40
65671.873	65701.873	30
65681.865	65711.865	30
65691.856	65721.856	30
66091.614	66121.614	30
66101.603	66131.603	30
66111.599	66141.599	30
66361.453	66381.453	20
66371.44	66391.44	20
66581.324	66601.324	20
66591.321	66611.321	20
66771.227	66791.227	20
66781.219	66801.219	20
66971.092	67001.092	30
66981.082	67011.082	30
66991.079	67021.079	30
67930.535	67960.535	30
67940.528	67970.528	30
67950.55	67980.55	30
68280.336	68300.336	20
68290.326	68310.326	20
68310.342	68330.342	20
68320.334	68340.334	20
68360.303	68390.303	30
68370.289	68400.289	30
68380.28	68410.28	30
68720.092	68770.092	50
68730.078	68780.078	50
68740.073	68790.073	50
68750.064	68800.064	50
68760.06	68810.06	50
68919.985	68939.985	20
68929.972	68949.972	20
69139.831	69189.831	50
69149.852	69199.852	50
69159.848	69209.848	50
69169.833	69219.833	50
69179.824	69229.824	50
69449.661	69479.661	30
69459.656	69489.656	30
69469.647	69499.647	30
69499.62	69529.62	30
69509.616	69539.616	30
69519.638	69549.638	30
69549.61	69569.61	20
69559.607	69579.607	20
69639.571	69659.571	20
69649.555	69669.555	20
69909.404	69929.404	20
69919.396	69939.396	20
70049.313	70089.313	40
70059.308	70099.308	40
70069.3	70109.3	40
70079.292	70119.292	40
70129.277	70159.277	30
70139.272	70169.272	30
70149.263	70179.263	30
70179.235	70209.235	30
70189.231	70219.231	30
70199.223	70229.223	30
