Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
TK03	Thomas	Entire Recording	1		Fixation	Partial	1	0	195	195			0.51799	0.4957	2.59015										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	2	315	1044	730			0.52057	0.48957	2.66257										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Partial	1	1044	1074	30							129.49	150.25				0.52057	0.48957		
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	3	1124	1214	90			0.47025	0.48249	2.67552										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	4	1274	1544	270			0.47047	0.43656	2.68337										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	5	1564	1674	110			0.4677	0.44995	2.64824										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	6	1694	2124	430			0.47236	0.48133	2.61712										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	7	2144	2374	230			0.46939	0.47145	2.62877										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	8	2394	2494	100			0.46402	0.50614	2.57816										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	9	2564	2643	80			0.47998	0.5047	2.55556										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Partial	2	2723	2743	20							229.18	240.07							
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Partial	3	2763	2783	20							181.48	196.03						0.4898	0.54448
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	10	2783	2903	120			0.4898	0.54448	2.59264										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	11	2963	3073	110			0.48675	0.50745	2.64019										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	12	3093	3183	90			0.48401	0.48717	2.63725										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	13	3223	3623	400			0.48867	0.46668	2.60525										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	14	3643	3753	110			0.47036	0.44264	2.55746										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	15	3813	3883	70			0.4472	0.39957	2.52427										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Whole	4	3883	3893	10						286.97	150.84	150.84	3.19			0.4472	0.39957	0.46261	0.45006
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	16	3893	4043	150			0.46261	0.45006	2.49292										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	17	4063	4163	100			0.4485	0.45203	2.49963										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Whole	5	4163	4183	20						226.59	127.24	154.28	3.88			0.4485	0.45203	0.41228	0.49031
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	18	4183	4342	160			0.41228	0.49031	2.47412										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	19	4362	4512	150			0.42454	0.46944	2.47261										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Whole	6	4512	4522	10						189.63	113.56	113.56	2.5			0.42454	0.46944	0.39621	0.47424
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Whole	20	4522	4742	220			0.39621	0.47424	2.44712										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Partial	7	4742	4812	70							302.01	444.46				0.39621	0.47424		
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Partial	8	4842	4892	50							253.02	279.84							
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	21	5062	5152	90			0.55035	0.4935	2.53996										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	22	5192	5442	250			0.53982	0.49979	2.55996										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	23	5462	5572	110			0.56518	0.4931	2.62372										
TK03	Thomas	Entire Recording	1	fullstream	Saccade	Partial	9	5572	5622	50							239.25	302.16				0.56518	0.4931		
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	24	5642	5712	70			0.45589	0.44526	2.6422										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	25	5732	5872	140			0.46261	0.4426	2.65978										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	26	5892	6042	150			0.47506	0.43594	2.68136										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	27	6061	6161	100			0.48062	0.42107	2.71314										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	28	6181	7291	1109			0.47645	0.40943	2.65814										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	29	7311	8050	740			0.4772	0.39574	2.60707										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	30	8110	9759	1649			0.4802	0.40498	2.66257										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	31	9779	10969	1189			0.47821	0.40171	2.70781										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	32	11029	11358	330			0.46439	0.40078	2.70855										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	33	11448	11538	90			0.46228	0.38993	2.6608										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	34	11578	11688	110			0.46174	0.37789	2.64525										
TK03	Thomas	Entire Recording	1	fullstream	Fixation	Partial	35	11728	12088	360			0.44081	0.32742	2.6504										
