event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	195	195	
Fixation	315	495	180	
Fixation	575	695	120	
Fixation	715	805	90	
Fixation	845	1094	250	
Fixation	1114	1244	130	
Fixation	1264	1574	310	
Fixation	1594	1704	110	
Saccade	1704	1724	20	
Fixation	1814	1944	130	
Fixation	1964	2064	100	
Fixation	2124	2244	120	
Fixation	2394	2554	160	
Saccade	2554	2574	20	3.92
Fixation	2574	2653	80	
Fixation	2673	2793	120	
Saccade	2793	2823	30	
Fixation	2843	3243	400	
Saccade	3293	3303	10	
Fixation	3303	3453	150	
Fixation	3493	3563	70	
Fixation	3643	3723	80	
Fixation	3763	3873	110	
Fixation	3913	4163	250	
Fixation	4213	4312	100	
Fixation	4332	4592	260	
Fixation	4612	4742	130	
Saccade	4742	4782	40	11.63
Fixation	4782	4992	210	
Fixation	5042	5142	100	
Fixation	5162	5272	110	
Fixation	5312	5572	260	
Fixation	5592	5842	250	
Saccade	5862	5902	40	
Fixation	5902	6141	240	
Fixation	6161	6261	100	
Fixation	6281	6541	260	
Fixation	6681	7211	530	
Fixation	7261	8130	869	
Fixation	8190	8840	650	
Fixation	8860	9110	250	
Fixation	9130	9390	260	
Fixation	9410	9979	570	
Fixation	9999	11408	1409	
Fixation	11428	11658	230	
Fixation	11698	11938	240	
Fixation	11978	12388	410	
Fixation	12408	12518	110	
Fixation	12598	12758	160	
Fixation	12778	12888	110	
Saccade	12928	12967	40	
Saccade	13017	13037	20	
Saccade	13097	13117	20	
Saccade	13137	13167	30	
Fixation	13227	13297	70	
Saccade	13297	13337	40	4.45
Fixation	13337	13607	270	
Fixation	13627	13857	230	
Fixation	13897	14057	160	
Fixation	14077	14157	80	
Fixation	14207	14287	80	
Fixation	14307	14427	120	
Fixation	14447	15706	1259	
Fixation	15976	16076	100	
Saccade	16126	16136	10	
Fixation	16136	16206	70	
Fixation	16226	16346	120	
Fixation	16366	16625	260	
Fixation	16665	17055	390	
Fixation	17145	17305	160	
Fixation	17365	17605	240	
Fixation	17645	17735	90	
Fixation	17775	20083	2309	
Fixation	20123	20253	130	
Saccade	20293	20333	40	
Saccade	20353	20373	20	
Saccade	20413	20433	20	
Fixation	20433	20503	70	
Saccade	20503	20513	10	2.58
Fixation	20513	20593	80	
Fixation	20683	20813	130	
Fixation	20993	21263	270	
Fixation	21283	21543	260	
Saccade	21593	21623	30	
Fixation	21692	21862	170	
Fixation	21962	22072	110	
Fixation	22092	22192	100	
Fixation	22232	22622	390	
Fixation	22642	23991	1349	
Saccade	24101	24121	20	
Saccade	24181	24211	30	
Fixation	24211	24801	590	
Fixation	24841	24971	130	
