,Average Fixation Duration [ms],Average Saccade Duration [ms],Number of Fixations,Number of Saccades,Relative Fixation/Saccade Duration [%],Total Duration [ms],Total Fixation Duration [ms],Total Saccade Duration [ms]
participant02_trial01,182.22222222222223,31.568627450980394,27.0,51.0,75/25,63453.0,4920.0,1610.0
participant02_trial02,183.10344827586206,34.44444444444444,29.0,36.0,81/19,67991.0,5310.0,1240.0
Mean participant02,182.66283524904213,33.00653594771242,28.0,43.5,78/22,65722.0,5115.0,1425.0
Standard Deviation participant02,0.623120918286988,2.0335096975299383,1.4142135623730951,10.606601717798213,4,3208.850573024553,275.77164466275354,261.6295090390226
