start_time	end_time	App	Cap	Gauge	Pad	Pen	Safety	Tip	Action
									
0.85	0.95	300.8	24.7	183.8	551	0	368.1	1600	Cap Off
									
0.95	1.05	302.4	30	182.9	552	0	380.7	1600	Cap Off
									
1.05	1.1	305.4	31.8	182.4	560	0	387.4	1600	Cap Off
									
1.119	1.219	279.7	65.8	151.1	533	0	431.7	1600	Cap Off
									
1.269	1.369	265.7	98.7	120.2	503.1	0	468.4	1600	Cap Off
									
1.369	1.469	266.6	90.7	126.5	506.9	0	460.4	1600	Cap Off
									
1.469	1.569	268.3	87.2	129.5	511	0	456.5	1600	Cap Off
									
1.599	1.699	268.8	92.2	123	507.7	0	457.9	1600	Cap Off
									
1.819	1.919	358.7	0	244	650.4	36.7	317.6	1600	Cap Off
									
1.969	2.069	375.7	0	248.7	619.1	45	348.9	1600	Cap Off
									
2.129	2.229	368.7	0	244.1	633	37	327.7	1600	Cap Off
									
2.399	2.499	332.1	0	241.6	637.5	5	348.9	637.6	Cap Off
									
2.499	2.559	326.1	12	235	631.8	0	367.4	1600	Cap Off
									
2.579	2.659	251.8	100.7	150.3	543	0	461.9	1600	Cap Off
									
2.678	2.778	243.4	125	130.4	526	0	483.3	1600	Cap Off
									
2.848	2.948	353.2	7	253.2	652.2	0	364	1600	Cap Off
									
2.948	3.048	354.2	3	258.3	657	3	361.9	1600	Cap Off
									
3.048	3.148	356.8	5	255.1	656.1	0	367.2	1600	Cap Off
									
3.148	3.248	364	5.8	255.4	664	3.6	364.3	1600	Cap Off
									
3.308	3.408	321.3	199.3	343.4	642.9	0	1600	1600	Cap Off
									
3.408	3.458	326.1	243.4	347.2	652.4	11.2	1600	1600	Cap Off
									
3.498	3.568	376	270.1	365.5	691.8	0	285.3	1600	Cap Off
									
3.648	3.728	366.3	340.8	368.8	678.2	14.1	281.1	1600	Cap Off
									
3.768	3.868	347.1	437.8	352.7	659	7.8	288.3	1600	Cap Off
									
3.918	4.018	351.8	443.6	347.3	658.4	11.7	277.6	1600	Cap Off
									
4.018	4.118	342.1	404.8	335.7	653	6.7	280.5	1600	Cap Off
									
4.118	4.168	345.1	421.5	338.1	658.4	26	274	1600	Cap Off
									
4.218	4.318	332.5	449.2	306.8	640.1	0	283	1600	Cap Off
									
4.337	4.437	327.7	442.4	288.3	626.6	0	292.9	1600	Cap Off
									
4.437	4.537	329.3	433.1	284.8	628.2	0	295.9	1600	Cap Off
									
4.537	4.597	334.2	429.7	281.4	626.6	0	301	47	Cap Off
									
4.617	4.717	349.5	423.4	308.7	651.1	0	274.2	1600	Cap Off
									
4.787	4.887	617	237.5	575.6	930.9	250.8	28.2	1600	Apply Tip
									
4.887	4.987	643.4	218.4	602.9	963.3	271.4	23	251.1	Apply Tip
									
5.047	5.147	676.6	243.3	654.1	1015.7	311.2	6.7	1600	Apply Tip
									
5.167	5.267	696.6	255.5	687.3	1053.7	326.2	13.4	1600	Apply Tip
									
5.317	5.417	719.3	267.8	702.4	1097.9	324.8	1600	1600	Apply Tip
									
5.417	5.517	728	269.8	704.9	1114.2	320.4	43.1	433.3	Apply Tip
									
