,Average Fixation Duration [ms],Number of Fixations,Total Fixation Duration [ms],Total Duration [ms],Average Saccade Duration [ms],Number of Saccades,Total Saccade Duration [ms],Relative Fixation/Saccade Duration [%]
participant30_trial01,267.2451838879159,571.0,152597.0,229571.0,32.27598566308244,558.0,18010.0,89/11
participant30_trial02,319.58641975308643,324.0,103546.0,131488.0,32.532051282051285,312.0,10150.0,91/9
participant30_trial03,337.07216494845363,291.0,98088.0,121004.0,33.359073359073356,259.0,8640.0,92/8
Mean participant30,307.967922863152,395.3333333333333,118077.0,160687.66666666666,32.72237010140236,376.3333333333333,12266.666666666666,91/9
Standard Deviation participant30,36.33447293539891,153.0239632650172,30019.49768067414,59884.5871016352,0.5660703834781675,159.54414227207886,5030.8481723595405,2
