Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1189.316	1209.316	20
1199.304	1219.304	20
4597.322	4617.322	20
4607.319	4627.319	20
5446.829	5486.829	40
5456.824	5496.824	40
5466.81	5506.81	40
5476.801	5516.801	40
7335.744	7375.744	40
7345.731	7385.731	40
7355.723	7395.723	40
7365.716	7405.716	40
13412.164	13462.164	50
13422.155	13472.155	50
13432.175	13482.175	50
13442.172	13492.172	50
13452.164	13502.164	50
13771.958	13791.958	20
13781.945	13801.945	20
14831.342	14871.342	40
14841.339	14881.339	40
14851.331	14891.331	40
14861.315	14901.315	40
15141.147	15151.147	10
15201.128	15221.128	20
15211.118	15231.118	20
18479.216	18509.216	30
18489.211	18519.211	30
18499.197	18529.197	30
18629.118	18649.118	20
18639.115	18659.115	20
23236.436	23266.436	30
23246.426	23276.426	30
23256.418	23286.418	30
23496.276	23516.276	20
23506.269	23526.269	20
28113.583	28153.583	40
28123.579	28163.579	40
28133.566	28173.566	40
28143.56	28183.56	40
28173.534	28193.534	20
28183.524	28203.524	20
29182.933	29222.933	40
29192.93	29232.93	40
29202.952	29242.952	40
29212.938	29252.938	40
29242.921	29252.921	10
30871.954	30891.954	20
30881.946	30901.946	20
30911.949	30941.949	30
30921.944	30951.944	30
30931.931	30961.931	30
30971.899	31011.899	40
30981.89	31021.89	40
30991.885	31031.885	40
31001.876	31041.876	40
31201.77	31221.77	20
31211.755	31231.755	20
35419.284	35439.284	20
35429.308	35449.308	20
35629.172	35659.172	30
35639.167	35669.167	30
35649.153	35679.153	30
35769.083	35789.083	20
35779.074	35799.074	20
35799.092	35809.092	10
39476.942	39526.942	50
39486.929	39536.929	50
39496.917	39546.917	50
39506.914	39556.914	50
39516.906	39566.906	50
43754.438	43774.438	20
43764.424	43784.424	20
43904.341	43944.341	40
43914.331	43954.331	40
43924.322	43964.322	40
43934.313	43974.313	40
43974.281	43994.281	20
43984.304	44004.304	20
47482.236	47502.236	20
47492.23	47512.23	20
52369.377	52429.377	60
52379.371	52439.371	60
52389.366	52449.366	60
52399.352	52459.352	60
52409.346	52469.346	60
52419.368	52479.368	60
52619.23	52649.23	30
52629.223	52659.223	30
52639.215	52669.215	30
52689.202	52709.202	20
52699.195	52719.195	20
52749.155	52779.155	30
52759.145	52789.145	30
52769.134	52799.134	30
56277.09	56297.09	20
56287.084	56307.084	20
56327.052	56347.052	20
56337.045	56357.045	20
56836.748	56886.748	50
56846.767	56896.767	50
56856.764	56906.764	50
56866.754	56916.754	50
56876.745	56926.745	50
57266.512	57296.512	30
57276.504	57306.504	30
57286.493	57316.493	30
57316.498	57336.498	20
57326.492	57346.492	20
64122.496	64152.496	30
64132.491	64162.491	30
64142.486	64172.486	30
64842.08	64882.08	40
64852.07	64892.07	40
64862.062	64902.062	40
64872.052	64912.052	40
65011.967	65051.967	40
65021.962	65061.962	40
65031.98	65071.98	40
65041.974	65081.974	40
65061.957	65081.957	20
65071.948	65091.948	20
65091.934	65101.934	10
66171.308	66201.308	30
66181.3	66211.3	30
66191.291	66221.291	30
68539.912	68579.912	40
68549.9	68589.9	40
68559.893	68599.893	40
68569.885	68609.885	40
68939.671	68959.671	20
68949.657	68969.657	20
69849.152	69869.152	20
69859.147	69879.147	20
71078.427	71128.427	50
71088.424	71138.424	50
71098.415	71148.415	50
71108.406	71158.406	50
71118.396	71168.396	50
71378.242	71428.242	50
71388.232	71438.232	50
71398.222	71448.222	50
71408.219	71458.219	50
71418.24	71468.24	50
71628.121	71648.121	20
71638.114	71658.114	20
71658.102	71678.102	20
71668.089	71688.089	20
72657.512	72677.512	20
72667.498	72687.498	20
73247.169	73277.169	30
73257.164	73287.164	30
73267.151	73297.151	30
74256.573	74276.573	20
74266.559	74286.559	20
74536.401	74566.401	30
74546.388	74576.388	30
74556.381	74586.381	30
