Recording timestamp	Computer timestamp	Sensor	Eye movement type	Gaze event duration	Fixation point X	Fixation point Y
0	3058119837	Eye Tracker	EyesNotFound	45		
9992	3058129829	Eye Tracker	EyesNotFound	45		
19982	3058139819	Eye Tracker	EyesNotFound	45		
30002	3058149839	Eye Tracker	EyesNotFound	45		
39999	3058159836	Eye Tracker	EyesNotFound	45		
49991	3058169828	Eye Tracker	Saccade	40		
59976	3058179813	Eye Tracker	Saccade	40		
69971	3058189808	Eye Tracker	Saccade	40		
79962	3058199799	Eye Tracker	Saccade	40		
89959	3058209796	Eye Tracker	EyesNotFound	80		
99945	3058219782	Eye Tracker	EyesNotFound	80		
109935	3058229772	Eye Tracker	EyesNotFound	80		
119930	3058239767	Eye Tracker	EyesNotFound	80		
129923	3058249760	Eye Tracker	EyesNotFound	80		
139912	3058259749	Eye Tracker	EyesNotFound	80		
149903	3058269740	Eye Tracker	EyesNotFound	80		
159925	3058279762	Eye Tracker	EyesNotFound	80		
279857	3058399694	Eye Tracker	Saccade	30		
289853	3058409690	Eye Tracker	Saccade	30		
299841	3058419678	Eye Tracker	Saccade	30		
309830	3058429667	Eye Tracker	Unclassified	10		
319825	3058439662	Eye Tracker	Saccade	20		
329818	3058449655	Eye Tracker	Saccade	20		
339809	3058459646	Eye Tracker	Fixation	90	787	510
349798	3058469635	Eye Tracker	Fixation	90	787	510
359790	3058479627	Eye Tracker	Fixation	90	787	510
369787	3058489624	Eye Tracker	Fixation	90	787	510
379773	3058499610	Eye Tracker	Fixation	90	787	510
389767	3058509604	Eye Tracker	Fixation	90	787	510
399791	3058519628	Eye Tracker	Fixation	90	787	510
409781	3058529618	Eye Tracker	Fixation	90	787	510
419772	3058539609	Eye Tracker	Fixation	90	787	510
429764	3058549601	Eye Tracker	EyesNotFound	20		
439756	3058559593	Eye Tracker	EyesNotFound	20		
449750	3058569587	Eye Tracker	Unclassified	30		
459736	3058579573	Eye Tracker	Unclassified	30		
469730	3058589567	Eye Tracker	Unclassified	30		
479723	3058599560	Eye Tracker	Saccade	20		
489718	3058609555	Eye Tracker	Saccade	20		
499704	3058619541	Eye Tracker	Unclassified	30		
509693	3058629530	Eye Tracker	Unclassified	30		
519691	3058639528	Eye Tracker	Unclassified	30		
529691	3058649528	Eye Tracker	EyesNotFound	20		
539691	3058659528	Eye Tracker	EyesNotFound	20		
549693	3058669530	Eye Tracker	Fixation	370	943	514
559685	3058679522	Eye Tracker	Fixation	370	943	514
569680	3058689517	Eye Tracker	Fixation	370	943	514
579668	3058699505	Eye Tracker	Fixation	370	943	514
589660	3058709497	Eye Tracker	Fixation	370	943	514
599653	3058719490	Eye Tracker	Fixation	370	943	514
609644	3058729481	Eye Tracker	Fixation	370	943	514
619636	3058739473	Eye Tracker	Fixation	370	943	514
629655	3058749492	Eye Tracker	Fixation	370	943	514
639652	3058759489	Eye Tracker	Fixation	370	943	514
649644	3058769481	Eye Tracker	Fixation	370	943	514
659631	3058779468	Eye Tracker	Fixation	370	943	514
669624	3058789461	Eye Tracker	Fixation	370	943	514
679616	3058799453	Eye Tracker	Fixation	370	943	514
689612	3058809449	Eye Tracker	Fixation	370	943	514
699598	3058819435	Eye Tracker	Fixation	370	943	514
709587	3058829424	Eye Tracker	Fixation	370	943	514
719586	3058839423	Eye Tracker	Fixation	370	943	514
729575	3058849412	Eye Tracker	Fixation	370	943	514
739566	3058859403	Eye Tracker	Fixation	370	943	514
749588	3058869425	Eye Tracker	Fixation	370	943	514
