Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
TK06	Thomas	Entire Recording	1		Saccade	Partial	1	45	85	40							422.44	542.05							
TK06	Thomas	Entire Recording	1		Saccade	Partial	2	275	305	30							382.57	507.2							
TK06	Thomas	Entire Recording	1		Saccade	Partial	3	315	335	20							107.07	108.06						0.40975	0.47246
TK06	Thomas	Entire Recording	1		Fixation	Partial	1	335	425	90			0.40975	0.47246	2.85586										
TK06	Thomas	Entire Recording	1		Saccade	Partial	4	475	495	20							215.69	240.77							
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	2	545	914	370			0.49131	0.47614	2.69995										
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	3	954	1264	310			0.48836	0.4768	2.55534										
TK06	Thomas	Entire Recording	1	fullstream	Saccade	Whole	5	1264	1294	30						353.41	286.14	373.32	10.66			0.48836	0.4768	0.61214	0.49111
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	4	1294	1504	210			0.61214	0.49111	2.62009										
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	5	1674	1784	110			0.60711	0.44848	2.64535										
TK06	Thomas	Entire Recording	1	fullstream	Saccade	Partial	6	1784	1804	20							187.15	187.15				0.60711	0.44848		
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	6	1824	2014	190			0.49926	0.45406	2.59373										
TK06	Thomas	Entire Recording	1	fullstream	Saccade	Whole	7	2014	2034	20						169.72	129.64	155.5	3.9			0.49926	0.45406	0.45548	0.44613
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	7	2034	2314	280			0.45548	0.44613	2.56764										
TK06	Thomas	Entire Recording	1	fullstream	Fixation	Partial	8	2354	2753	400			0.45508	0.46266	2.55806										
